Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;0,000000;0,000300;0,000987;0,002305;0,006988;0,024009;0,042788;0,080394;0,150955;0,398855;0,780725;0,818161;0,148831
1;0,000046;0,016500;0,081643;0,147970;0,223169;0,528289;0,740580;0,776902;0,781889;0,782838;0,798417;0,818161;0,487820
2;0,000046;0,019535;0,120189;0,351081;0,697891;0,766723;0,779954;0,781895;0,782369;0,783207;0,797831;0,818161;0,588068
3;0,000000;0,055240;0,341374;0,712135;0,769549;0,780412;0,781814;0,782201;0,782710;0,783520;0,803140;0,847310;0,659210
4;0,000253;0,159870;0,634233;0,758046;0,779068;0,781694;0,782062;0,782369;0,783041;0,783703;0,804272;0,853241;0,704836
5;0,001333;0,124131;0,597601;0,761333;0,780274;0,781618;0,782053;0,782370;0,783051;0,783585;0,804383;0,853241;0,698040
6;0,004253;0,270123;0,711266;0,775045;0,781542;0,781989;0,782211;0,782743;0,783318;0,783646;0,814668;0,853241;0,726655
7;0,000483;0,187684;0,708965;0,776408;0,781375;0,781813;0,782011;0,782369;0,783149;0,783617;0,808853;0,853241;0,717624
8;0,000598;0,238150;0,721366;0,779469;0,781411;0,781829;0,782061;0,782399;0,782980;0,783539;0,811681;0,853241;0,724489
9;0,000023;0,263998;0,732589;0,779900;0,781516;0,781852;0,782061;0,782267;0,782680;0,783239;0,801997;0,853241;0,727210
10;0,001080;0,478670;0,776928;0,781155;0,781722;0,781947;0,782157;0,782520;0,783053;0,783508;0,801660;0,853241;0,753332
11;0,028759;0,555031;0,779006;0,781408;0,781785;0,782004;0,782231;0,782560;0,783095;0,783509;0,797309;0,853241;0,760794
12;0,005241;0,555819;0,779273;0,781462;0,781866;0,782074;0,782299;0,782566;0,783050;0,783461;0,798726;0,853241;0,761059
13;0,018000;0,527774;0,780546;0,781575;0,781952;0,782177;0,782404;0,782659;0,783070;0,783454;0,796771;0,853241;0,758238
14;0,003126;0,593213;0,780017;0,781526;0,781993;0,782222;0,782442;0,782705;0,783126;0,783504;0,801749;0,853241;0,765250
15;0,011379;0,563869;0,779465;0,781386;0,781983;0,782259;0,782432;0,782715;0,783087;0,783444;0,797779;0,853241;0,761842
16;0,000621;0,564681;0,778460;0,781222;0,781808;0,782139;0,782338;0,782555;0,782930;0,783260;0,795487;0,853241;0,761488
17;0,029724;0,495049;0,780312;0,781620;0,781931;0,782216;0,782413;0,782681;0,783057;0,783359;0,799495;0,853241;0,755213
18;0,128667;0,521754;0,779926;0,781641;0,781967;0,782244;0,782436;0,782744;0,782998;0,783266;0,794501;0,853241;0,757348
19;0,054621;0,588586;0,780758;0,781634;0,781893;0,782106;0,782337;0,782533;0,782840;0,783224;0,799095;0,853931;0,764501
20;0,150828;0,668817;0,781059;0,781674;0,782015;0,782236;0,782419;0,782619;0,782942;0,783279;0,805927;0,853609;0,773299
21;0,028897;0,499995;0,779856;0,781712;0,782017;0,782200;0,782410;0,782702;0,783011;0,783433;0,808868;0,853609;0,756621
22;0,000667;0,490284;0,780865;0,781640;0,781974;0,782191;0,782370;0,782586;0,782869;0,783272;0,802851;0,853609;0,755090
23;0,002253;0,562610;0,781263;0,781769;0,782043;0,782230;0,782389;0,782584;0,782868;0,783277;0,801948;0,853609;0,762298
24;0,001977;0,561505;0,780791;0,781755;0,782070;0,782263;0,782447;0,782656;0,782910;0,783365;0,809654;0,854276;0,762942
25;0,022276;0,678525;0,781469;0,781929;0,782198;0,782360;0,782600;0,782805;0,783126;0,783663;0,809378;0,854276;0,774805
26;0,009425;0,736773;0,781552;0,781845;0,782111;0,782315;0,782515;0,782726;0,782943;0,783469;0,810463;0,854276;0,780671
27;0,617241;0,766325;0,781567;0,781898;0,782134;0,782347;0,782553;0,782783;0,783077;0,783910;0,812097;0,854276;0,783869
28;0,576667;0,758680;0,781565;0,781963;0,782210;0,782376;0,782538;0,782732;0,783028;0,783540;0,806122;0,854276;0,782475
29;0,057264;0,691644;0,781363;0,781852;0,782126;0,782287;0,782424;0,782631;0,782915;0,783217;0,803207;0,854276;0,775367
30;0,057264;0,712116;0,781166;0,781762;0,782055;0,782248;0,782403;0,782599;0,782874;0,784231;0,812190;0,854276;0,778364
31;0,319655;0,742737;0,781238;0,781884;0,782119;0,782312;0,782467;0,782669;0,782937;0,785617;0,819851;0,854276;0,782383
32;0,027793;0,701522;0,781437;0,781967;0,782155;0,782334;0,782509;0,782749;0,783028;0,786202;0,820991;0,854276;0,778489
33;0,001310;0,661908;0,781492;0,781983;0,782175;0,782346;0,782502;0,782745;0,783005;0,785086;0,821737;0,854276;0,774498
34;0,160069;0,659700;0,781487;0,781914;0,782123;0,782276;0,782440;0,782645;0,782897;0,783253;0,807712;0,854276;0,772645
35;0,183931;0,645351;0,781000;0,781918;0,782137;0,782263;0,782440;0,782590;0,782796;0,783094;0,805267;0,854276;0,770886
36;0,055862;0,677063;0,781622;0,782052;0,782233;0,782393;0,782526;0,782657;0,782783;0,783063;0,805477;0,854276;0,774187
37;0,257011;0,665572;0,781123;0,781987;0,782211;0,782380;0,782536;0,782680;0,782870;0,783221;0,811029;0,858046;0,773561
38;0,225586;0,707239;0,781472;0,782015;0,782208;0,782353;0,782498;0,782635;0,782778;0,783051;0,801658;0,858046;0,776791
39;0,099287;0,681669;0,781406;0,782029;0,782232;0,782396;0,782520;0,782652;0,782805;0,783087;0,795500;0,858046;0,773630
40;0,143333;0,733796;0,781433;0,782135;0,782337;0,782461;0,782597;0,782728;0,782906;0,783229;0,804554;0,858046;0,779817
41;0,678828;0,757366;0,781405;0,782107;0,782280;0,782418;0,782578;0,782717;0,782928;0,783184;0,803595;0,858046;0,782058
42;0,009356;0,653486;0,780848;0,782014;0,782242;0,782406;0,782566;0,782797;0,782979;0,783777;0,814147;0,858046;0,772726
43;0,259057;0,733775;0,781664;0,782079;0,782319;0,782504;0,782639;0,782821;0,783029;0,784796;0,818673;0,858046;0,781430
44;0,302345;0,733220;0,781657;0,782053;0,782296;0,782459;0,782587;0,782776;0,783016;0,783791;0,823245;0,858046;0,781710
45;0,021149;0,679836;0,781626;0,781937;0,782223;0,782412;0,782556;0,782742;0,782991;0,783321;0,809848;0,858046;0,774949
46;0,196368;0,753084;0,781728;0,782095;0,782342;0,782520;0,782638;0,782782;0,783004;0,783281;0,811386;0,858506;0,782486
47;0,038989;0,685276;0,781781;0,782074;0,782354;0,782529;0,782674;0,782811;0,782958;0,783200;0,803820;0,858506;0,774948
48;0,034230;0,651911;0,781680;0,781992;0,782196;0,782429;0,782596;0,782769;0,782899;0,783134;0,802492;0,858506;0,771410
49;0,093218;0,718569;0,781759;0,782115;0,782337;0,782530;0,782682;0,782824;0,782991;0,783245;0,803273;0,858506;0,778233
50;0,020851;0,736414;0,781864;0,782152;0,782349;0,782515;0,782676;0,782840;0,783018;0,783347;0,806342;0,858506;0,780352
51;0,192299;0,742398;0,781894;0,782195;0,782384;0,782563;0,782682;0,782821;0,782974;0,783274;0,800455;0,858506;0,780364
52;0,420483;0,754473;0,782004;0,782241;0,782438;0,782588;0,782709;0,782861;0,783065;0,783386;0,802827;0,858506;0,781859
53;0,016575;0,741446;0,782019;0,782262;0,782413;0,782575;0,782704;0,782887;0,783114;0,783418;0,801795;0,858506;0,780463
54;0,054966;0,741706;0,782059;0,782240;0,782419;0,782612;0,782794;0,782958;0,783126;0,783358;0,802211;0,858506;0,780548
55;0,693908;0,774494;0,782089;0,782332;0,782597;0,782761;0,782910;0,783057;0,783201;0,783519;0,806957;0,858506;0,784392
56;0,726230;0,777462;0,782096;0,782347;0,782591;0,782771;0,782913;0,783072;0,783281;0,783644;0,814578;0,858506;0,785476
57;0,000920;0,728365;0,781938;0,782303;0,782551;0,782688;0,782825;0,782994;0,783219;0,783551;0,804349;0,858506;0,779478
