Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;-0,357602;-0,212794;-0,103543;-0,051213;-0,006602;-0,001255;0,001508;0,006551;0,017389;0,073654;0,233730;0,497026;-0,004257
1;-1,000000;-1,000000;-1,000000;-0,202723;-0,057429;-0,009288;-0,000802;0,002502;0,013798;0,090122;0,253240;0,497026;-0,191058
2;-1,000000;-1,000000;-1,000000;-0,234645;-0,029333;-0,002499;0,000391;0,004666;0,028405;0,121197;0,312161;0,497026;-0,179966
3;-1,000000;-1,000000;-0,806848;-0,117023;-0,012960;-0,003276;0,000283;0,004737;0,030561;0,131737;0,336076;0,538977;-0,143671
4;-1,000000;-1,000000;-0,963581;-0,187902;-0,019993;-0,002344;0,001645;0,012353;0,070172;0,164724;0,362584;0,538977;-0,156234
5;-1,000000;-1,000000;-0,802474;-0,071301;-0,005879;-0,000346;0,006432;0,029686;0,112984;0,225839;0,412157;0,538977;-0,109290
6;-1,000000;-1,000000;-1,000000;-0,100671;-0,003458;0,002242;0,013704;0,054599;0,180937;0,305941;0,480403;0,538977;-0,106630
7;-1,000000;-1,000000;-0,487285;-0,017584;-0,000330;0,006561;0,038036;0,128012;0,236115;0,331266;0,502090;0,580287;-0,026312
8;-1,000000;-1,000000;-0,750962;-0,021700;-0,000106;0,009457;0,055477;0,150368;0,250153;0,361779;0,512322;0,586800;-0,043321
9;-1,000000;-0,957952;-0,039417;-0,000009;0,013835;0,076174;0,143910;0,227553;0,327119;0,436794;0,538181;0,596667;0,076619
10;-1,000000;-0,768108;-0,003631;0,010428;0,042909;0,126359;0,208973;0,308441;0,382535;0,460714;0,554269;0,612628;0,132289
11;-1,000000;-0,903147;-0,004808;0,007445;0,052279;0,127229;0,231168;0,319649;0,394828;0,455313;0,539989;0,612628;0,121994
12;-1,000000;-1,000000;-0,279489;0,008054;0,051039;0,126700;0,248151;0,342244;0,411452;0,463648;0,535765;0,612628;0,090756
13;-1,000000;-0,870806;0,005633;0,048691;0,122411;0,227267;0,324872;0,399737;0,439795;0,486305;0,556178;0,640557;0,174008
14;-1,000000;-0,810501;0,006742;0,055347;0,131002;0,225077;0,313643;0,390718;0,441566;0,492057;0,569613;0,640557;0,181526
15;-1,000000;-0,650665;0,030453;0,112478;0,226374;0,319016;0,383004;0,412729;0,452024;0,493769;0,565508;0,640557;0,234469
16;-1,000000;-0,652355;0,030061;0,089525;0,200515;0,329853;0,389983;0,414301;0,455283;0,487958;0,560381;0,640557;0,230550
17;-1,000000;-0,804105;0,023978;0,098914;0,259164;0,353822;0,398275;0,415126;0,440406;0,488338;0,582950;0,640557;0,225687
18;-1,000000;-0,449597;0,048629;0,202616;0,321962;0,374113;0,401224;0,420863;0,456283;0,498271;0,593711;0,640557;0,286807
19;-1,000000;-0,399897;0,066117;0,192107;0,298178;0,363112;0,399103;0,423248;0,459605;0,508142;0,599914;0,640557;0,290963
20;-1,000000;-0,345693;0,085728;0,218615;0,336415;0,383058;0,407517;0,429934;0,467463;0,511937;0,601829;0,640557;0,309681
21;-1,000000;-0,498206;0,090287;0,209777;0,337693;0,385867;0,408657;0,432691;0,469348;0,517283;0,593794;0,640673;0,294719
22;-1,000000;-0,373223;0,175232;0,326625;0,380032;0,402631;0,423721;0,450061;0,487910;0,520945;0,613887;0,730649;0,340782
23;-1,000000;-0,303714;0,206030;0,346831;0,389220;0,407575;0,427818;0,461145;0,499173;0,523326;0,621887;0,730649;0,357929
24;-1,000000;-0,373681;0,243176;0,361616;0,388448;0,406280;0,424471;0,460754;0,501844;0,536900;0,633210;0,730649;0,358302
25;-1,000000;-0,067964;0,310843;0,380954;0,402526;0,417883;0,442089;0,478024;0,505803;0,543251;0,623517;0,730649;0,403692
26;-1,000000;-0,276710;0,269623;0,370406;0,395329;0,410208;0,433375;0,465943;0,497078;0,532481;0,615797;0,730649;0,371353
27;-1,000000;-0,424386;0,244460;0,362771;0,392906;0,405430;0,427929;0,456627;0,492183;0,532312;0,632007;0,730649;0,352224
28;-1,000000;-0,355134;0,322815;0,387663;0,405805;0,423422;0,443263;0,468959;0,495942;0,540047;0,646972;0,730649;0,377975
29;-1,000000;-0,203194;0,371548;0,394217;0,415127;0,435151;0,452284;0,470860;0,493451;0,515973;0,642225;0,730649;0,398764
30;-1,000000;-0,106004;0,373337;0,393041;0,414644;0,432362;0,446387;0,464041;0,484286;0,515644;0,618123;0,730649;0,403586
31;-1,000000;-0,167205;0,375608;0,395905;0,420391;0,437891;0,453556;0,474423;0,495419;0,519124;0,604295;0,730649;0,400941
32;-1,000000;-0,252547;0,381401;0,414929;0,438468;0,452615;0,472125;0,489282;0,510475;0,536869;0,617681;0,730649;0,406130
33;-1,000000;-0,073070;0,387257;0,413496;0,434779;0,447905;0,463957;0,480615;0,507414;0,532574;0,621790;0,730649;0,421672
