Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;-0,367302;-0,233110;-0,100934;-0,034056;-0,010718;-0,003641;-0,000459;0,003572;0,019370;0,075246;0,234321;0,452028;-0,005041
1;-1,000000;-1,000000;-0,246855;-0,075409;-0,013843;-0,003010;0,000098;0,007071;0,042234;0,101769;0,235981;0,452028;-0,095196
2;-1,000000;-0,857877;-0,161109;-0,046293;-0,008273;-0,001874;0,002042;0,012944;0,049036;0,110122;0,257587;0,452028;-0,064370
3;-1,000000;-0,912426;-0,168895;-0,054634;-0,008888;-0,001197;0,002506;0,018016;0,064009;0,123764;0,298876;0,485994;-0,063887
4;-1,000000;-0,580118;-0,066481;-0,009048;-0,000712;0,002953;0,015225;0,047832;0,105144;0,162644;0,338124;0,485994;0,001556
5;-1,000000;-0,391905;-0,026395;-0,003715;0,000633;0,006655;0,021179;0,066592;0,125025;0,231104;0,370673;0,556773;0,039985
6;-1,000000;-0,368581;-0,029214;-0,003283;0,000124;0,005268;0,017091;0,058714;0,126703;0,246747;0,385494;0,556773;0,043906
7;-1,000000;-0,628685;-0,062354;-0,009187;-0,001423;0,001855;0,014012;0,049939;0,112986;0,239482;0,380613;0,556773;0,009724
8;-1,000000;-0,513379;-0,029138;-0,005475;-0,000860;0,003091;0,023637;0,072410;0,154698;0,255005;0,369679;0,556773;0,032967
9;-1,000000;-0,723030;-0,034114;-0,003726;0,000880;0,016645;0,065950;0,120210;0,197515;0,272421;0,391761;0,556773;0,030451
10;-1,000000;-0,732922;-0,079460;-0,010056;0,000923;0,013507;0,069804;0,134085;0,205443;0,274529;0,392630;0,556773;0,026848
11;-1,000000;-0,621365;-0,052047;-0,006051;0,002491;0,022784;0,074960;0,121700;0,193996;0,276961;0,408849;0,556773;0,042228
12;-1,000000;-0,704230;-0,050951;-0,005676;0,001907;0,024247;0,079583;0,145685;0,227076;0,293981;0,441239;0,556773;0,045286
13;-1,000000;-0,732540;-0,029124;0,000462;0,017678;0,067996;0,136966;0,217934;0,273847;0,325896;0,446284;0,556773;0,072540
14;-1,000000;-0,919235;-0,081133;0,001252;0,022681;0,073669;0,151903;0,219174;0,276315;0,326108;0,458897;0,556773;0,052963
15;-1,000000;-0,671235;-0,027715;0,002044;0,019642;0,060324;0,126189;0,209888;0,265663;0,327261;0,465076;0,556773;0,077714
16;-1,000000;-0,708170;-0,042979;0,003706;0,023844;0,072900;0,132652;0,207673;0,268507;0,330817;0,451802;0,556773;0,074075
17;-1,000000;-0,482163;0,000101;0,013100;0,036982;0,081010;0,129355;0,209593;0,254347;0,331800;0,459459;0,556773;0,103359
18;-1,000000;-0,423249;0,000333;0,013847;0,038004;0,094498;0,160778;0,221387;0,275595;0,345501;0,481436;0,556773;0,120813
19;-1,000000;-0,578608;-0,009761;0,007470;0,028164;0,082223;0,158271;0,216609;0,276184;0,342054;0,462051;0,556773;0,098466
20;-1,000000;-0,497998;-0,009701;0,011512;0,041484;0,118150;0,184847;0,238580;0,294442;0,356331;0,472782;0,556773;0,121043
21;-1,000000;-0,657308;-0,023374;0,007135;0,038294;0,106069;0,171648;0,244174;0,303257;0,377446;0,490480;0,556773;0,105782
22;-1,000000;-0,626739;-0,029998;0,004685;0,039063;0,109818;0,177020;0,239279;0,295720;0,377606;0,497835;0,556773;0,108429
23;-1,000000;-0,514248;-0,014734;0,011009;0,065341;0,150377;0,215534;0,267074;0,316910;0,386785;0,490503;0,574539;0,137455
24;-1,000000;-0,736341;-0,036366;0,008349;0,052162;0,162066;0,222910;0,269995;0,318030;0,384925;0,503654;0,574539;0,114938
25;-1,000000;-0,557941;-0,010224;0,017442;0,073859;0,164254;0,221231;0,270280;0,311604;0,379380;0,496561;0,574539;0,136645
26;-1,000000;-0,513984;-0,002431;0,017748;0,086759;0,171829;0,238878;0,287921;0,328591;0,391472;0,501016;0,574539;0,150780
27;-1,000000;-0,238623;0,010110;0,046414;0,155273;0,224943;0,269960;0,303455;0,339874;0,393203;0,497173;0,574539;0,200178
28;-1,000000;-0,358002;0,008284;0,069274;0,157359;0,220827;0,258008;0,292214;0,328771;0,387675;0,497911;0,574539;0,186232
29;-1,000000;-0,602407;0,004304;0,065563;0,171562;0,219449;0,266351;0,307129;0,346284;0,404312;0,503186;0,574539;0,168573
30;-1,000000;-0,616973;0,011176;0,095076;0,176693;0,222828;0,265610;0,302403;0,343558;0,423404;0,506966;0,574539;0,173074
31;-1,000000;-0,533248;0,015475;0,105953;0,166589;0,219136;0,260708;0,309876;0,353191;0,426734;0,509709;0,574539;0,183412
32;-1,000000;-0,675658;0,021840;0,120398;0,199752;0,252665;0,301692;0,345666;0,401481;0,435326;0,503091;0,574539;0,190625
33;-1,000000;-0,413352;0,052876;0,154942;0,221563;0,280636;0,311536;0,354245;0,402495;0,431598;0,507322;0,574539;0,230386
34;-1,000000;-0,579773;0,073891;0,169972;0,221345;0,276215;0,312052;0,364201;0,407747;0,439555;0,504995;0,574539;0,219020
35;-1,000000;-0,543052;0,022957;0,147142;0,203682;0,260032;0,297702;0,327328;0,379235;0,420036;0,492116;0,574539;0,200718
36;-1,000000;-0,209769;0,108917;0,174185;0,222814;0,271912;0,303737;0,342681;0,391592;0,423628;0,489364;0,621839;0,251906
37;-1,000000;-0,489405;0,054732;0,155971;0,227307;0,276502;0,309613;0,349812;0,395326;0,429927;0,492463;0,621839;0,220225
38;-1,000000;-0,462992;0,074431;0,176606;0,234269;0,271495;0,303731;0,341633;0,389082;0,434142;0,510600;0,621839;0,227300
39;-1,000000;-0,570163;0,073309;0,180519;0,238306;0,268392;0,299607;0,332877;0,381550;0,417962;0,510280;0,621839;0,213264
40;-1,000000;-0,454162;0,077414;0,189398;0,250350;0,275271;0,302234;0,333075;0,376170;0,409329;0,491353;0,621839;0,225043
41;-1,000000;-0,822261;0,029014;0,148345;0,227792;0,267233;0,292157;0,327770;0,368036;0,404015;0,487904;0,653992;0,173000
42;-1,000000;-0,722654;0,066564;0,186180;0,240063;0,268661;0,293925;0,330114;0,371604;0,407981;0,489723;0,653992;0,193216
43;-1,000000;-0,403244;0,102685;0,211943;0,254473;0,285472;0,315418;0,347709;0,388483;0,421871;0,498094;0,653992;0,242290
44;-1,000000;-0,442789;0,094001;0,199492;0,244621;0,274319;0,310226;0,347715;0,377980;0,418260;0,496743;0,653992;0,232057
45;-1,000000;-0,535115;0,055777;0,128702;0,202908;0,249668;0,284152;0,336034;0,380680;0,422086;0,510593;0,653992;0,203549
46;-1,000000;-0,533468;0,063988;0,151691;0,209939;0,254389;0,302439;0,346903;0,382985;0,420264;0,514498;0,714166;0,211363
47;-1,000000;-0,460259;0,022763;0,136942;0,212554;0,269178;0,313177;0,358525;0,399858;0,433503;0,518442;0,714166;0,220468
48;-1,000000;-0,168325;0,068768;0,163667;0,252283;0,302687;0,340924;0,374361;0,408406;0,443610;0,546032;0,714166;0,273241
49;-1,000000;-0,217773;0,093599;0,205339;0,260948;0,301347;0,331787;0,370402;0,406102;0,436826;0,523834;0,714166;0,271241
50;-1,000000;-0,142536;0,160745;0,234918;0,281726;0,308495;0,337717;0,379227;0,411185;0,443470;0,533342;0,714166;0,294829
51;-1,000000;-0,167592;0,187829;0,258104;0,281886;0,311523;0,344547;0,384817;0,414391;0,449790;0,550163;0,714166;0,301546
52;-1,000000;-0,100769;0,215130;0,264205;0,290911;0,313811;0,356442;0,393944;0,419101;0,456651;0,544760;0,714166;0,315419
53;-1,000000;-0,138918;0,179028;0,252545;0,284669;0,314588;0,353801;0,399653;0,422970;0,456254;0,536033;0,714166;0,306062
54;-1,000000;-0,093673;0,178320;0,242384;0,282149;0,308663;0,339019;0,389369;0,414827;0,448915;0,545814;0,714166;0,305579
55;-1,000000;-0,209608;0,183059;0,241515;0,279064;0,317100;0,343839;0,382005;0,412804;0,445055;0,533303;0,714166;0,292814
56;-1,000000;-0,176533;0,171378;0,241407;0,287693;0,320889;0,351413;0,387659;0,419671;0,463672;0,541548;0,714166;0,300880
57;-1,000000;-0,066421;0,210875;0,272010;0,301239;0,332357;0,370414;0,399075;0,430246;0,472350;0,551244;0,714166;0,327339
58;-1,000000;-0,225714;0,227466;0,274910;0,305908;0,339062;0,370994;0,405816;0,438139;0,475039;0,555403;0,714166;0,316702
59;-1,000000;-0,231907;0,211865;0,273829;0,309032;0,336314;0,368326;0,399093;0,432205;0,468283;0,551416;0,714166;0,311846
60;-1,000000;-0,140679;0,229932;0,286752;0,312578;0,349184;0,377944;0,414432;0,441219;0,478045;0,556658;0,714166;0,330606
61;-1,000000;-0,025997;0,247468;0,299300;0,335638;0,367026;0,385341;0,412868;0,435197;0,467019;0,562533;0,714166;0,348639
62;-1,000000;-0,040689;0,263337;0,309211;0,346178;0,367563;0,386148;0,416241;0,435753;0,478405;0,576529;0,714166;0,353868
63;-1,000000;-0,223078;0,217750;0,291666;0,331169;0,362174;0,376040;0,405463;0,429404;0,463411;0,573774;0,716196;0,322777
64;-1,000000;0,010141;0,225792;0,288194;0,331208;0,361247;0,379928;0,413099;0,438580;0,484221;0,616985;0,716196;0,354940
65;-1,000000;-0,069703;0,243703;0,307371;0,347385;0,371804;0,398868;0,426596;0,465275;0,519224;0,643970;0,719433;0,365449
66;-1,000000;0,094049;0,261022;0,309696;0,351924;0,371699;0,395926;0,420836;0,454099;0,518053;0,642848;0,719896;0,382015
67;-1,000000;-0,021003;0,265261;0,308854;0,353945;0,370762;0,395600;0,417756;0,450026;0,501646;0,652260;0,722049;0,369511
68;-1,000000;0,042909;0,275923;0,312756;0,350251;0,373191;0,406004;0,425711;0,462973;0,515207;0,663241;0,722049;0,382817
69;-1,000000;-0,063594;0,269295;0,318861;0,355539;0,395909;0,420344;0,442956;0,482805;0,537431;0,663209;0,722049;0,382276
70;-1,000000;-0,078286;0,254235;0,319503;0,359979;0,393282;0,419545;0,449038;0,483354;0,553667;0,678931;0,722049;0,383325
71;-1,000000;0,110977;0,284451;0,333960;0,371250;0,409179;0,428958;0,461186;0,495238;0,587968;0,690403;0,722049;0,417357
72;-1,000000;-0,097976;0,263788;0,321636;0,357374;0,392946;0,419325;0,452277;0,486877;0,562855;0,673429;0,722049;0,383253
73;-1,000000;0,075213;0,270265;0,333669;0,366643;0,401588;0,423354;0,448367;0,477660;0,531804;0,654358;0,722049;0,398292
74;-1,000000;0,028119;0,268189;0,347489;0,383986;0,416687;0,442324;0,465745;0,496238;0,553027;0,655053;0,722049;0,405686
75;-1,000000;-0,023952;0,276670;0,352614;0,396555;0,420101;0,449578;0,482157;0,518789;0,577148;0,651213;0,722049;0,410087
76;-1,000000;0,011780;0,254762;0,340903;0,388947;0,424802;0,460019;0,487121;0,533785;0,591169;0,670826;0,722049;0,416412
77;-1,000000;-0,017139;0,242300;0,342084;0,379324;0,420875;0,459731;0,490100;0,534046;0,590439;0,675419;0,722049;0,411718
78;-1,000000;-0,047453;0,251796;0,348974;0,378526;0,425246;0,462213;0,495261;0,530819;0,586104;0,669123;0,722049;0,410061
79;-1,000000;0,081129;0,277507;0,349761;0,390716;0,429472;0,463834;0,496584;0,530429;0,585320;0,681664;0,725308;0,428642
80;-1,000000;-0,001371;0,279370;0,356382;0,402101;0,432091;0,462186;0,493685;0,523564;0,583826;0,673255;0,725308;0,420509
81;-0,009582;0,128894;0,295208;0,369235;0,409277;0,442377;0,477347;0,500031;0,523335;0,574731;0,663989;0,725308;0,438442
82;-1,000000;0,041176;0,299623;0,378831;0,421750;0,457644;0,482790;0,507884;0,534240;0,587378;0,675595;0,725308;0,438691
83;-1,000000;0,065976;0,355727;0,407972;0,437866;0,463851;0,483119;0,507199;0,534843;0,581133;0,655848;0,725308;0,449354
