Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Best;Average
61;0,331405;0,614116;0,695835;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703504;0,723967;0,691345
62;0,214050;0,567074;0,692826;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702512;0,723967;0,686241
63;0,266942;0,563934;0,692198;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702678;0,723967;0,685881
64;0,454545;0,644628;0,698843;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703868;0,723967;0,694734
65;0,454545;0,643868;0,698975;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704033;0,723967;0,694688
66;0,244628;0,637653;0,699405;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703306;0,723967;0,694036
67;0,222314;0,589025;0,696231;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702777;0,723967;0,688803
68;0,230579;0,631273;0,699537;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702479;0,723967;0,693329
69;0,518182;0,673818;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702479;0,723967;0,697630
70;0,607438;0,674512;0,699967;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702545;0,723967;0,697702
71;0,038017;0,643207;0,699372;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704264;0,728926;0,694684
72;0,595868;0,676562;0,699967;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702446;0,728926;0,697898
73;0,642975;0,690843;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702909;0,728926;0,699375
74;0,487603;0,678215;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703769;0,728926;0,698198
75;0,222314;0,641091;0,699835;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704397;0,728926;0,694532
76;0,360331;0,653620;0,699868;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702942;0,728926;0,695643
77;0,470248;0,658314;0,699669;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703240;0,728926;0,696122
78;0,399174;0,668198;0,699835;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702942;0,728926;0,697098
79;0,547934;0,674711;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,705355;0,728926;0,698007
80;0,547934;0,678380;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704198;0,728926;0,698258
81;0,517355;0,678579;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703736;0,728926;0,698231
82;0,517355;0,671702;0,699669;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,705488;0,728926;0,697686
83;0,590909;0,669686;0,699240;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702645;0,728926;0,697157
84;0,523140;0,652661;0,697256;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703107;0,728926;0,695302
85;0,039669;0,633884;0,699504;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703702;0,728926;0,693709
86;0,230579;0,663570;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704298;0,728926;0,696787
87;0,230579;0,661620;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,707240;0,728926;0,696886
88;0,599174;0,686050;0,699537;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,706711;0,728926;0,699230
89;0,666942;0,691107;0,699769;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,707041;0,728926;0,699792
90;0,672727;0,690380;0,699107;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,707868;0,728926;0,699736
91;0,668595;0,690942;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,705851;0,728926;0,699679
92;0,668595;0,690017;0,698975;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,705917;0,728926;0,699491
93;0,490909;0,680496;0,699240;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,707372;0,728926;0,698711
94;0,535537;0,672562;0,698149;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,705554;0,728926;0,697626
95;0,530579;0,671074;0,698248;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,706876;0,728926;0,697620
96;0,488430;0,667636;0,697190;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,705355;0,728926;0,697018
97;0,664463;0,685653;0,696463;0,699934;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704661;0,728926;0,698671
98;0,659504;0,687174;0,698083;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,706083;0,728926;0,699134
99;0,394215;0,666083;0,698942;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704926;0,728926;0,696995
100;0,587603;0,686975;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,706612;0,728926;0,699359
101;0,684298;0,695835;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704364;0,728926;0,700020
102;0,684298;0,692562;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704628;0,728926;0,699719
103;0,632231;0,688793;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704463;0,728926;0,699326
104;0,212397;0,640331;0,699967;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703835;0,728926;0,694413
105;0,300000;0,669058;0,699438;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702347;0,728926;0,697084
106;0,222314;0,636793;0,699074;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702446;0,728926;0,693831
107;0,222314;0,619736;0,699603;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702512;0,728926;0,692185
108;0,222314;0,641488;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702380;0,728926;0,694387
109;0,619008;0,682380;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702545;0,728926;0,698493
110;0,619008;0,688000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702645;0,728926;0,699064
111;0,606612;0,684231;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702711;0,728926;0,698694
112;0,568595;0,682612;0,699702;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704132;0,728926;0,698645
113;0,039669;0,648760;0,699405;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704033;0,728926;0,695220
114;0,527273;0,672793;0,699438;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702380;0,728926;0,697461
115;0,371074;0,653521;0,699537;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704463;0,728926;0,695752
116;0,506612;0,669719;0,699769;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704463;0,728926;0,697395
117;0,222314;0,656397;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704033;0,728926;0,696043
118;0,394215;0,659306;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702876;0,728926;0,696218
119;0,499174;0,675372;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,697769
120;0,639669;0,687306;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,698962
121;0,489256;0,677421;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702446;0,728926;0,697987
122;0,625620;0,686512;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702744;0,728926;0,698926
123;0,481818;0,665025;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702347;0,728926;0,696737
124;0,470248;0,653289;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702347;0,728926;0,695564
125;0,483471;0,674909;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702942;0,728926;0,697785
126;0,039669;0,658545;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702876;0,728926;0,696142
127;0,609917;0,690479;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703207;0,728926;0,699369
128;0,620661;0,688463;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703306;0,728926;0,699177
129;0,222314;0,663306;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702744;0,728926;0,696605
130;0,500826;0,680430;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702645;0,728926;0,698307
131;0,039669;0,635471;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703802;0,728926;0,693927
132;0,222314;0,664463;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703802;0,728926;0,696826
133;0,648760;0,690612;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703802;0,728926;0,699441
134;0,575207;0,687273;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703339;0,728926;0,699061
135;0,528099;0,678248;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702942;0,728926;0,698119
136;0,514876;0,677256;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,697957
137;0,506612;0,671570;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,697388
138;0,638017;0,683207;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703603;0,728926;0,698681
139;0,561983;0,678215;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702942;0,728926;0,698116
140;0,614876;0,676000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,697831
141;0,312397;0,665587;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702810;0,728926;0,696840
142;0,222314;0,658843;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,696116
143;0,301653;0,665785;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,696810
144;0,321488;0,675669;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,697798
145;0,566942;0,687207;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,698952
146;0,673554;0,698810;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702777;0,728926;0,700159
147;0,673554;0,698347;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702777;0,728926;0,700112
148;0,589256;0,684066;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702744;0,728926;0,698681
149;0,673554;0,695504;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702413;0,728926;0,699792
150;0,672727;0,692298;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,699461
151;0,192562;0,666975;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,696929
152;0,604132;0,685752;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702380;0,728926;0,698813
153;0,664463;0,689521;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703372;0,728926;0,699289
