Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;0,080000;0,248914;0,272000;0,272000;0,296686;0,328000;0,328000;0,340571;0,400000;0,400000;0,417829;0,528000;0,330400
1;0,008000;0,240914;0,272000;0,272457;0,325029;0,328000;0,328000;0,379657;0,400000;0,400000;0,423086;0,528000;0,336914
2;0,112000;0,249143;0,272000;0,297371;0,328000;0,328000;0,335543;0,399543;0,400000;0,400000;0,428343;0,528000;0,343794
3;0,040000;0,247543;0,272000;0,321143;0,328000;0,328000;0,363886;0,400000;0,400000;0,400000;0,433829;0,616000;0,349440
4;0,000000;0,246171;0,272000;0,318629;0,328000;0,328000;0,366857;0,400000;0,400000;0,400000;0,436114;0,648000;0,349577
5;0,144000;0,265829;0,285714;0,328000;0,328000;0,330057;0,396343;0,400000;0,400000;0,400000;0,439771;0,648000;0,357371
6;0,096000;0,265829;0,309029;0,328000;0,328000;0,375314;0,400000;0,400000;0,400000;0,400000;0,471086;0,648000;0,367726
7;0,112000;0,268114;0,327543;0,328000;0,328000;0,378057;0,400000;0,400000;0,400000;0,400000;0,485257;0,648000;0,371497
8;0,160000;0,283657;0,328000;0,328000;0,357029;0,400000;0,400000;0,400000;0,400000;0,400000;0,503086;0,648000;0,379977
9;0,144000;0,277714;0,328000;0,328000;0,342171;0,399771;0,400000;0,400000;0,400000;0,400000;0,520457;0,648000;0,379611
10;0,248000;0,290743;0,328000;0,328229;0,390857;0,400000;0,400000;0,400000;0,400000;0,400000;0,556800;0,720000;0,389463
11;0,128000;0,271771;0,328000;0,361600;0,400000;0,400000;0,400000;0,400000;0,400000;0,401143;0,594514;0,720000;0,395703
12;0,080000;0,269257;0,328000;0,343086;0,400000;0,400000;0,400000;0,400000;0,400000;0,400000;0,582400;0,720000;0,392274
13;0,152000;0,284571;0,328000;0,368914;0,400000;0,400000;0,400000;0,400000;0,400000;0,407543;0,633600;0,720000;0,402263
14;0,152000;0,297600;0,328000;0,380800;0,400000;0,400000;0,400000;0,400000;0,400000;0,418514;0,648457;0,720000;0,407337
15;0,256000;0,311314;0,328457;0,389943;0,400000;0,400000;0,400000;0,400000;0,400000;0,519314;0,658514;0,720000;0,420754
16;0,224000;0,300114;0,328000;0,384229;0,400000;0,400000;0,400000;0,400000;0,406400;0,599314;0,665143;0,720000;0,428320
17;0,224000;0,312457;0,330514;0,394971;0,400000;0,400000;0,400000;0,401829;0,511771;0,637943;0,667200;0,720000;0,445669
18;0,192000;0,309714;0,330286;0,397714;0,400000;0,400000;0,400000;0,410971;0,537600;0,635429;0,664914;0,760000;0,448663
19;0,184000;0,313143;0,349486;0,400000;0,400000;0,400000;0,401143;0,467886;0,620114;0,641829;0,668343;0,760000;0,466194
20;0,264000;0,315657;0,332571;0,399543;0,400000;0,400000;0,423771;0,590629;0,634057;0,642743;0,668114;0,760000;0,480709
21;0,272000;0,320000;0,334629;0,400000;0,400000;0,404800;0,506286;0,622629;0,635886;0,644114;0,671086;0,760000;0,493943
22;0,072000;0,305600;0,328000;0,391086;0,400000;0,410971;0,502629;0,614400;0,635886;0,645943;0,671543;0,760000;0,490606
23;0,272000;0,323200;0,372343;0,400000;0,400914;0,446400;0,550629;0,624229;0,636114;0,645486;0,665829;0,760000;0,506514
24;0,272000;0,326400;0,386514;0,404800;0,463086;0,555886;0,620343;0,631314;0,640229;0,648000;0,666971;0,760000;0,534354
25;0,272000;0,326400;0,380800;0,414171;0,485257;0,591771;0,627429;0,636114;0,642286;0,648000;0,668800;0,760000;0,542103
26;0,328000;0,328000;0,357257;0,423543;0,510629;0,605486;0,629714;0,639086;0,643200;0,648000;0,665829;0,768000;0,545074
27;0,328000;0,328000;0,344457;0,408457;0,503086;0,615314;0,630857;0,638171;0,642743;0,648000;0,680000;0,848000;0,543909
28;0,328000;0,328000;0,381714;0,460343;0,586286;0,626743;0,632914;0,640000;0,643657;0,648000;0,678400;0,848000;0,562606
29;0,328000;0,329600;0,406400;0,448229;0,586514;0,627886;0,634057;0,640000;0,647771;0,648000;0,673600;0,848000;0,564206
30;0,328000;0,339429;0,417829;0,468114;0,609600;0,629714;0,633829;0,641371;0,648000;0,648000;0,679086;0,848000;0,571497
31;0,328000;0,328000;0,401143;0,514286;0,623314;0,631771;0,635200;0,642057;0,648000;0,648000;0,674057;0,848000;0,574583
32;0,328000;0,328000;0,394057;0,526400;0,624000;0,631086;0,634514;0,641600;0,648000;0,648000;0,674286;0,848000;0,574994
33;0,328000;0,342171;0,422400;0,573943;0,624229;0,632000;0,637029;0,643657;0,648000;0,648000;0,676800;0,848000;0,584823
34;0,328000;0,342400;0,416686;0,567314;0,624914;0,632000;0,637714;0,644114;0,648000;0,648000;0,684571;0,848000;0,584571
35;0,328000;0,339886;0,418971;0,584686;0,624000;0,630857;0,632686;0,642514;0,648000;0,648000;0,694171;0,848000;0,586377
36;0,328000;0,348571;0,428571;0,594971;0,624457;0,632000;0,632457;0,640457;0,648000;0,648000;0,691429;0,848000;0,588891
37;0,328000;0,344457;0,420343;0,589257;0,625600;0,632000;0,636800;0,644800;0,648000;0,648000;0,703543;0,856000;0,589280
38;0,328000;0,336229;0,412571;0,537371;0,623086;0,629714;0,633829;0,641143;0,648000;0,648000;0,680457;0,856000;0,579040
39;0,328000;0,328000;0,404800;0,542171;0,622629;0,630400;0,634971;0,640914;0,648000;0,648000;0,683657;0,856000;0,578354
40;0,328000;0,331200;0,432457;0,614400;0,626286;0,632000;0,634971;0,640000;0,648000;0,648000;0,685714;0,856000;0,589303
41;0,328000;0,328000;0,418743;0,613257;0,624457;0,632000;0,634743;0,642743;0,648000;0,648000;0,682286;0,856000;0,587223
42;0,328000;0,369143;0,571429;0,624000;0,630400;0,632000;0,638400;0,648000;0,648000;0,648000;0,681829;0,856000;0,609120
43;0,328000;0,372571;0,527086;0,623314;0,628571;0,632000;0,637486;0,647086;0,648000;0,648000;0,682743;0,856000;0,604686
44;0,328000;0,362514;0,524571;0,622400;0,625600;0,632000;0,635886;0,643886;0,648000;0,648000;0,675657;0,856000;0,601851
45;0,328000;0,358857;0,556800;0,623086;0,626743;0,632000;0,634286;0,643657;0,648000;0,648000;0,678629;0,856000;0,605006
46;0,328000;0,389714;0,611657;0,624000;0,626971;0,632000;0,635429;0,641600;0,648000;0,648000;0,688000;0,880000;0,614537
47;0,328000;0,359771;0,595429;0,623314;0,626743;0,632000;0,632229;0,641143;0,648000;0,648000;0,682286;0,880000;0,608891
48;0,296000;0,386514;0,612343;0,624000;0,626286;0,632000;0,633143;0,641600;0,648000;0,648000;0,673829;0,880000;0,612571
49;0,328000;0,409371;0,615771;0,624000;0,626971;0,632000;0,634971;0,644343;0,648000;0,648000;0,688686;0,880000;0,617211
50;0,328000;0,396343;0,612114;0,624000;0,629029;0,632000;0,637714;0,646171;0,648000;0,648000;0,687314;0,880000;0,616069
51;0,328000;0,432229;0,619429;0,624000;0,629714;0,632000;0,638171;0,647314;0,648000;0,648000;0,687086;0,880000;0,620594
52;0,328000;0,447543;0,622171;0,624000;0,631771;0,632457;0,640000;0,647543;0,648000;0,648000;0,686400;0,880000;0,622789
53;0,328000;0,466743;0,621486;0,624000;0,628800;0,632000;0,639543;0,646629;0,648000;0,648000;0,692343;0,888000;0,624754
54;0,328000;0,425143;0,621943;0,624000;0,630629;0,632000;0,637486;0,644571;0,648000;0,648000;0,677943;0,888000;0,618971
55;0,328000;0,464000;0,621486;0,624000;0,631771;0,632000;0,637714;0,643200;0,648000;0,648000;0,673371;0,888000;0,622354
