Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;-1,000000;-1,000000;-1,000000;-1,000000;-1,000000;-1,000000;-1,000000;-1,000000;-1,000000;-0,268951;0,141651;0,403696;-0,812730
1;-1,000000;-1,000000;-1,000000;-1,000000;-1,000000;-0,813208;-0,181042;-0,030050;0,034182;0,175830;0,380296;0,527223;-0,443399
2;-1,000000;-1,000000;-1,000000;-1,000000;-0,954711;-0,207809;-0,020435;0,044489;0,150942;0,311924;0,408821;0,527223;-0,326678
3;-1,000000;-1,000000;-1,000000;-1,000000;-1,000000;-0,479769;0,001583;0,077938;0,203406;0,325662;0,420402;0,527223;-0,345078
4;-1,000000;-1,000000;-1,000000;-1,000000;-0,862536;-0,071529;0,039546;0,132219;0,267307;0,363720;0,437929;0,556889;-0,269334
5;-1,000000;-1,000000;-1,000000;-0,924472;-0,091856;0,036954;0,126715;0,234288;0,337609;0,388786;0,462027;0,556889;-0,142995
6;-1,000000;-1,000000;-1,000000;-0,924510;-0,070817;0,058614;0,173414;0,286981;0,367299;0,403336;0,472840;0,556889;-0,123284
7;-1,000000;-1,000000;-1,000000;-0,871295;-0,011781;0,081389;0,169515;0,275653;0,372690;0,408026;0,475427;0,556889;-0,110038
8;-1,000000;-1,000000;-1,000000;-1,000000;-0,327694;0,079915;0,187611;0,285784;0,361748;0,405260;0,474251;0,556889;-0,153312
9;-1,000000;-1,000000;-1,000000;-0,530467;0,022801;0,143556;0,239187;0,327382;0,389673;0,413907;0,492290;0,605411;-0,050167
10;-1,000000;-1,000000;-1,000000;-0,697117;0,006833;0,106492;0,227203;0,322220;0,381577;0,413199;0,494037;0,605411;-0,074556
11;-1,000000;-1,000000;-0,963757;-0,010916;0,097998;0,201624;0,279390;0,353116;0,392213;0,429072;0,519051;0,605411;0,029779
12;-1,000000;-1,000000;-0,694644;0,022678;0,115032;0,192121;0,289044;0,373438;0,407771;0,449324;0,533645;0,605411;0,068841
13;-1,000000;-1,000000;-0,966693;0,003552;0,111281;0,191775;0,300692;0,382770;0,417313;0,450393;0,533721;0,605411;0,042481
14;-1,000000;-1,000000;-0,815121;0,023664;0,126079;0,216797;0,326937;0,392191;0,426788;0,462487;0,553199;0,625554;0,071302
15;-1,000000;-1,000000;-0,655287;0,069078;0,186631;0,279672;0,363381;0,404326;0,435014;0,480695;0,561145;0,656574;0,112466
16;-1,000000;-1,000000;-0,372599;0,076733;0,182509;0,289243;0,378532;0,412499;0,438514;0,475989;0,549063;0,656574;0,143048
