Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;0,029752;0,036736;0,038512;0,039669;0,055579;0,119174;0,210331;0,238140;0,376488;0,571653;0,685331;0,700000;0,237161
1;0,038017;0,074050;0,194835;0,235041;0,312107;0,419628;0,548636;0,610992;0,673843;0,699917;0,700000;0,700000;0,446905
2;0,019835;0,057190;0,188140;0,274298;0,409463;0,545702;0,602066;0,654008;0,697810;0,700000;0,700000;0,700000;0,482868
3;0,033884;0,143388;0,337438;0,487314;0,593182;0,632934;0,676074;0,698388;0,700000;0,700000;0,700041;0,700826;0,566876
4;0,038017;0,175041;0,387025;0,549215;0,607893;0,655537;0,688264;0,699959;0,700000;0,700000;0,700083;0,700826;0,586302
5;0,038017;0,301364;0,526488;0,605083;0,649008;0,680041;0,697479;0,700000;0,700000;0,700000;0,700083;0,700826;0,625955
6;0,038017;0,214669;0,520496;0,618926;0,659504;0,684132;0,698595;0,700000;0,700000;0,700000;0,701033;0,714050;0,619736
7;0,038017;0,267066;0,540702;0,630579;0,672438;0,692521;0,700000;0,700000;0,700000;0,700000;0,700413;0,702479;0,630372
8;0,031405;0,272190;0,574628;0,655909;0,681488;0,697438;0,700000;0,700000;0,700000;0,700000;0,700413;0,702479;0,638207
9;0,048760;0,381694;0,627314;0,671405;0,689752;0,699752;0,700000;0,700000;0,700000;0,700000;0,700620;0,702479;0,657054
10;0,038017;0,360537;0,599835;0,664711;0,689669;0,699339;0,700000;0,700000;0,700000;0,700000;0,700702;0,702479;0,651479
11;0,038017;0,418182;0,638719;0,685992;0,698884;0,700000;0,700000;0,700000;0,700000;0,700000;0,700826;0,702479;0,664260
12;0,222314;0,450041;0,656529;0,689917;0,699711;0,700000;0,700000;0,700000;0,700000;0,700000;0,700744;0,702479;0,669694
13;0,395041;0,557810;0,671116;0,693967;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700579;0,703306;0,682347
14;0,222314;0,553802;0,679504;0,695909;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700413;0,703306;0,682963
15;0,098347;0,562438;0,678264;0,698843;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700744;0,706612;0,684029
16;0,222314;0,572273;0,685661;0,699628;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701074;0,706612;0,685864
17;0,039669;0,516942;0,687066;0,698140;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700785;0,706612;0,680293
18;0,447107;0,607397;0,688719;0,698264;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700826;0,706612;0,689521
19;0,079339;0,535413;0,693430;0,699628;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700785;0,706612;0,682926
20;0,039669;0,564256;0,692893;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700992;0,706612;0,685814
21;0,039669;0,550909;0,681818;0,699380;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701446;0,706612;0,683355
22;0,147934;0,620455;0,691612;0,699711;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701074;0,706612;0,691285
23;0,528099;0,637066;0,684256;0,699215;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701653;0,706612;0,692219
24;0,039669;0,596653;0,688058;0,699711;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702231;0,706612;0,688665
25;0,039669;0,565537;0,670537;0,696942;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701570;0,706612;0,683459
26;0,197521;0,563306;0,670579;0,693802;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702107;0,706612;0,682979
27;0,382645;0,581570;0,671074;0,694008;0,699959;0,700000;0,700000;0,700000;0,700000;0,700000;0,702149;0,706612;0,684876
28;0,251240;0,594628;0,682397;0,698802;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702686;0,706612;0,687851
29;0,323967;0,604917;0,681364;0,698430;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701653;0,706612;0,688636
30;0,054545;0,508347;0,669876;0,693554;0,699959;0,700000;0,700000;0,700000;0,700000;0,700000;0,701405;0,706612;0,677314
31;0,387603;0,599380;0,679587;0,695744;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701157;0,706612;0,687587
32;0,039669;0,505248;0,672025;0,694339;0,699835;0,700000;0,700000;0,700000;0,700000;0,700000;0,700950;0,706612;0,677240
