Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;-1,000000;-1,000000;-1,000000;-1,000000;-1,000000;-1,000000;-1,000000;-1,000000;-0,659897;-0,058714;0,430491;0,612372;-0,728812
1;-1,000000;-1,000000;-1,000000;-0,922474;-0,505771;-0,062910;0,032034;0,205913;0,386769;0,584086;0,612372;0,612372;-0,166998
2;-1,000000;-1,000000;-1,000000;-0,841941;-0,188901;0,021822;0,149948;0,329200;0,523596;0,609275;0,612813;0,621182;-0,078419
3;-1,000000;-1,000000;-1,000000;-0,559523;0,000000;0,094001;0,326372;0,552213;0,605044;0,612372;0,627690;0,901104;0,025817
4;-1,000000;-1,000000;-1,000000;-0,530732;0,025535;0,219574;0,498880;0,593971;0,612372;0,612372;0,649939;0,901104;0,068191
5;-1,000000;-1,000000;-0,834972;-0,004306;0,064874;0,305195;0,568615;0,609174;0,612372;0,612372;0,642127;0,901104;0,157545
6;-1,000000;-1,000000;-0,886436;-0,003443;0,156372;0,432915;0,583638;0,609867;0,612372;0,612372;0,642127;0,901104;0,175979
7;-1,000000;-1,000000;-0,453667;0,083973;0,393458;0,565531;0,601914;0,612372;0,612372;0,612372;0,640792;0,901104;0,266912
8;-1,000000;-1,000000;-0,465577;0,188692;0,430387;0,575326;0,606242;0,612372;0,612372;0,612372;0,640792;0,901104;0,281298
9;-1,000000;-0,845037;0,073072;0,316471;0,491946;0,582443;0,606324;0,612372;0,612372;0,612372;0,654347;0,901104;0,371668
10;-1,000000;-1,000000;-0,215409;0,259186;0,476830;0,572705;0,606201;0,612372;0,612372;0,612372;0,655234;0,901104;0,319186
11;-1,000000;-1,000000;-0,055916;0,285547;0,454906;0,565283;0,601624;0,612372;0,612372;0,612372;0,694782;0,901104;0,338335
12;-1,000000;-1,000000;-0,036995;0,259586;0,497237;0,584921;0,608606;0,612372;0,612372;0,612372;0,687305;0,901104;0,343778
13;-1,000000;-1,000000;0,074673;0,312654;0,509832;0,590148;0,608233;0,612372;0,612372;0,612372;0,669578;0,901104;0,360224
14;-1,000000;-0,900000;0,091135;0,344769;0,539433;0,596721;0,612372;0,612372;0,612372;0,612372;0,685360;0,901104;0,380691
15;-1,000000;-0,800000;0,116194;0,358544;0,520878;0,587795;0,609557;0,612372;0,612372;0,612372;0,685357;0,918797;0,391544
16;-1,000000;-0,700000;0,181846;0,517768;0,582714;0,603023;0,612372;0,612372;0,612372;0,612372;0,684445;0,918797;0,431929
17;-1,000000;-0,521011;0,205325;0,524394;0,584191;0,602812;0,612184;0,612372;0,612372;0,612372;0,718518;0,918797;0,456353
18;-1,000000;-0,638851;0,137487;0,450921;0,585820;0,602119;0,611952;0,612372;0,612372;0,612372;0,724773;0,918797;0,431134
19;-1,000000;-0,521949;0,226835;0,505341;0,589080;0,606463;0,612372;0,612372;0,612372;0,612372;0,720136;0,918797;0,457539
