Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;0,080000;0,220480;0,272000;0,272000;0,317440;0,328000;0,328000;0,363840;0,400000;0,400000;0,442560;0,664000;0,334432
1;0,000000;0,217280;0,272000;0,273920;0,325440;0,328000;0,328000;0,373440;0,400000;0,400000;0,492160;0,664000;0,341024
2;0,000000;0,219840;0,272000;0,283200;0,328000;0,328000;0,336000;0,397760;0,400000;0,400000;0,505600;0,664000;0,347040
3;0,000000;0,193280;0,272000;0,310080;0,328000;0,328320;0,390400;0,400000;0,400000;0,400000;0,497600;0,664000;0,351968
4;0,000000;0,219520;0,285440;0,328000;0,328000;0,341120;0,400000;0,400000;0,400000;0,400000;0,497280;0,664000;0,359936
5;0,000000;0,242560;0,301760;0,328000;0,328000;0,377920;0,400000;0,400000;0,400000;0,400000;0,484160;0,664000;0,366240
6;0,000000;0,216320;0,319040;0,328000;0,342720;0,399680;0,400000;0,400000;0,400000;0,400000;0,543040;0,664000;0,374880
7;0,000000;0,219520;0,324800;0,328000;0,371520;0,400000;0,400000;0,400000;0,400000;0,400000;0,545600;0,664000;0,378944
8;0,000000;0,224320;0,320960;0,328000;0,384960;0,400000;0,400000;0,400000;0,400000;0,400000;0,526720;0,664000;0,378496
9;0,000000;0,233920;0,327680;0,329280;0,392320;0,400000;0,400000;0,400000;0,400000;0,400000;0,548160;0,664000;0,383136
10;0,120000;0,257280;0,328000;0,337920;0,396160;0,400000;0,400000;0,400000;0,400000;0,400960;0,519680;0,664000;0,384000
11;0,000000;0,236800;0,325760;0,331840;0,391680;0,400000;0,400000;0,400000;0,400000;0,401600;0,515200;0,664000;0,380288
12;0,000000;0,235520;0,324160;0,329920;0,390080;0,400000;0,400000;0,400000;0,400000;0,400000;0,500480;0,664000;0,378016
13;0,000000;0,228480;0,327680;0,328000;0,351040;0,400000;0,400000;0,400000;0,400000;0,400000;0,501760;0,664000;0,373696
14;0,208000;0,282560;0,328000;0,328320;0,391360;0,400000;0,400000;0,400000;0,400000;0,400640;0,545920;0,704000;0,387680
15;0,000000;0,206400;0,322240;0,328000;0,339520;0,398720;0,400000;0,400000;0,400000;0,400000;0,519040;0,704000;0,371392
