Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;0,000000;0,130159;0,333333;0,333333;0,333333;0,333333;0,333333;0,333333;0,333333;0,337778;0,613333;0,695238;0,341460
1;0,000000;0,288254;0,333333;0,333333;0,333333;0,333333;0,333333;0,333333;0,333333;0,499683;0,668571;0,695238;0,378984
2;0,314286;0,330794;0,333333;0,333333;0,333333;0,333333;0,333333;0,333968;0,431111;0,648254;0,672381;0,695238;0,408317
3;0,000000;0,294603;0,333333;0,333333;0,333333;0,333333;0,333333;0,347302;0,469206;0,645714;0,674286;0,695238;0,409778
4;0,152381;0,320635;0,333333;0,333333;0,333333;0,333333;0,345397;0,446349;0,629841;0,666667;0,678730;0,704762;0,442095
5;0,000000;0,299048;0,333333;0,333333;0,333333;0,337143;0,489524;0,648254;0,666667;0,666667;0,681270;0,704762;0,478857
6;0,133333;0,304127;0,333333;0,333333;0,333968;0,374603;0,569524;0,661587;0,666667;0,666667;0,682540;0,704762;0,492635
7;0,095238;0,302222;0,333333;0,333333;0,344127;0,548571;0,649524;0,666667;0,666667;0,666667;0,680635;0,704762;0,519175
8;0,095238;0,317460;0,333333;0,333333;0,361905;0,528889;0,647619;0,664127;0,666667;0,666667;0,686349;0,704762;0,520635
9;0,000000;0,311111;0,333333;0,333333;0,361270;0,523810;0,648889;0,666032;0,666667;0,666667;0,678730;0,704762;0,518984
10;0,000000;0,309206;0,333333;0,334603;0,406349;0,579683;0,647619;0,664762;0,666667;0,666667;0,678095;0,704762;0,528698
11;0,276190;0,329524;0,333333;0,335873;0,429206;0,600635;0,651429;0,666032;0,666667;0,666667;0,678095;0,704762;0,535746
12;0,000000;0,288889;0,333333;0,339683;0,436825;0,608254;0,655238;0,666667;0,666667;0,666667;0,687619;0,838095;0,534984
13;0,228571;0,323810;0,333333;0,335238;0,417778;0,600635;0,651429;0,666667;0,666667;0,666667;0,694603;0,838095;0,535683
14;0,295238;0,330794;0,333333;0,365714;0,589841;0,661587;0,666667;0,666667;0,666667;0,666667;0,714286;0,838095;0,566222
15;0,276190;0,329524;0,368889;0,597460;0,661587;0,666667;0,666667;0,666667;0,666667;0,666667;0,734603;0,838095;0,602540
16;0,295238;0,330794;0,397460;0,596190;0,659048;0,666667;0,666667;0,666667;0,666667;0,666667;0,779683;0,838095;0,609651
17;0,095238;0,313651;0,333333;0,485079;0,645714;0,666667;0,666667;0,666667;0,666667;0,666667;0,777143;0,838095;0,588825
18;0,333333;0,333333;0,333333;0,434286;0,627937;0,664762;0,666667;0,666667;0,666667;0,666667;0,803175;0,838095;0,586349
19;0,276190;0,329524;0,335238;0,452698;0,604444;0,659683;0,666667;0,666667;0,666667;0,666667;0,765714;0,838095;0,581397
20;0,076190;0,299683;0,363175;0,491429;0,633016;0,662857;0,666667;0,666667;0,666667;0,666667;0,765714;0,838095;0,588254
21;0,076190;0,290794;0,383492;0,511111;0,621587;0,659048;0,666667;0,666667;0,666667;0,666667;0,765714;0,838095;0,589841
22;0,266667;0,325079;0,335238;0,439365;0,595556;0,648254;0,664127;0,666667;0,666667;0,666667;0,776508;0,838095;0,578413
23;0,114286;0,306667;0,335238;0,415873;0,600635;0,650159;0,666032;0,666667;0,666667;0,666667;0,758095;0,838095;0,573270
24;0,276190;0,329524;0,361270;0,537143;0,638730;0,660317;0,666667;0,666667;0,666667;0,666667;0,735238;0,838095;0,592889
25;0,123810;0,318730;0,333968;0,406984;0,605079;0,652698;0,666667;0,666667;0,666667;0,666667;0,735238;0,838095;0,571937
26;0,276190;0,328889;0,333333;0,431746;0,608889;0,650159;0,666032;0,666667;0,666667;0,666667;0,746667;0,838095;0,576571
27;0,323810;0,332698;0,351111;0,510476;0,629206;0,650794;0,666032;0,666667;0,666667;0,666667;0,746667;0,838095;0,588698
28;0,333333;0,333333;0,333333;0,426032;0,590476;0,645079;0,664127;0,666667;0,666667;0,666667;0,768889;0,838095;0,576127
29;0,323810;0,332698;0,344127;0,499048;0,638730;0,662222;0,666667;0,666667;0,666667;0,666667;0,756825;0,838095;0,590032
30;0,333333;0,333968;0,425397;0,605079;0,655238;0,666667;0,666667;0,666667;0,666667;0,666667;0,723810;0,838095;0,607683
31;0,333333;0,333333;0,448889;0,607619;0,655873;0,666667;0,666667;0,666667;0,666667;0,666667;0,723810;0,838095;0,610286
32;0,333333;0,333333;0,445079;0,626667;0,662222;0,666667;0,666667;0,666667;0,666667;0,666667;0,723810;0,838095;0,612444
33;0,333333;0,333333;0,364444;0,572698;0,649524;0,666667;0,666667;0,666667;0,666667;0,666667;0,727619;0,838095;0,598095
34;0,333333;0,333333;0,489524;0,636825;0,662222;0,666667;0,666667;0,666667;0,666667;0,666667;0,716190;0,838095;0,617143
35;0,333333;0,363175;0,566984;0,634286;0,660952;0,666667;0,666667;0,666667;0,666667;0,666667;0,716190;0,838095;0,627492
36;0,333333;0,356190;0,528254;0,624762;0,652698;0,666667;0,666667;0,666667;0,666667;0,666667;0,712381;0,838095;0,620762
37;0,333333;0,334603;0,515556;0,643810;0,662857;0,666667;0,666667;0,666667;0,666667;0,666667;0,725079;0,857143;0,621524
38;0,333333;0,366349;0,595556;0,660317;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,737778;0,857143;0,636000
39;0,333333;0,354286;0,587302;0,660952;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,743492;0,857143;0,634603
40;0,333333;0,392381;0,612698;0,662857;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,714921;0,857143;0,638286
41;0,333333;0,341587;0,529524;0,651429;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,714921;0,857143;0,623746
42;0,333333;0,333333;0,533968;0,641270;0,662857;0,666667;0,666667;0,666667;0,666667;0,666667;0,728254;0,857143;0,623302
43;0,333333;0,337778;0,547302;0,641270;0,662222;0,666667;0,666667;0,666667;0,666667;0,666667;0,741587;0,857143;0,626349
44;0,333333;0,349206;0,539048;0,638095;0,662222;0,666667;0,666667;0,666667;0,666667;0,666667;0,737778;0,857143;0,625968
45;0,295238;0,330794;0,428571;0,624762;0,658413;0,666667;0,666667;0,666667;0,666667;0,666667;0,740317;0,857143;0,611619
46;0,333333;0,334603;0,413968;0,578413;0,640000;0,660317;0,666667;0,666667;0,666667;0,666667;0,740317;0,857143;0,603429
47;0,333333;0,348571;0,594921;0,653968;0,663492;0,666667;0,666667;0,666667;0,666667;0,666667;0,740952;0,857143;0,633524
48;0,333333;0,347302;0,598095;0,651429;0,665397;0,666667;0,666667;0,666667;0,666667;0,666667;0,728254;0,857143;0,632381
49;0,333333;0,333333;0,494603;0,641270;0,660952;0,666667;0,666667;0,666667;0,666667;0,666667;0,716190;0,857143;0,617968
50;0,304762;0,331429;0,501587;0,647619;0,665397;0,666667;0,666667;0,666667;0,666667;0,666667;0,717460;0,857143;0,619683
51;0,333333;0,337143;0,546667;0,655238;0,666032;0,666667;0,666667;0,666667;0,666667;0,666667;0,718730;0,857143;0,625714
52;0,333333;0,335873;0,516825;0,652698;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,744127;0,857143;0,624952
53;0,333333;0,333333;0,439365;0,608889;0,659048;0,666667;0,666667;0,666667;0,666667;0,666667;0,756825;0,857143;0,613079
54;0,333333;0,333333;0,471111;0,633651;0,660952;0,666667;0,666667;0,666667;0,666667;0,666667;0,742857;0,857143;0,617524
55;0,333333;0,333333;0,471746;0,645714;0,664127;0,666667;0,666667;0,666667;0,666667;0,666667;0,704762;0,857143;0,615302
56;0,333333;0,389841;0,580317;0,659683;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,718730;0,857143;0,634857
57;0,333333;0,409524;0,568889;0,650794;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,730159;0,857143;0,635937
58;0,333333;0,405714;0,596825;0,656508;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,717460;0,857143;0,637651
59;0,333333;0,353016;0,598730;0,654603;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,730159;0,857143;0,633651
60;0,333333;0,336508;0,575873;0,652063;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,717460;0,857143;0,628190
61;0,333333;0,356190;0,620317;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,704762;0,857143;0,634794
62;0,333333;0,364444;0,613968;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,717460;0,857143;0,636254
63;0,333333;0,434286;0,650794;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,717460;0,857143;0,646921
64;0,333333;0,333333;0,586032;0,664127;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,717460;0,857143;0,630095
65;0,323810;0,353651;0,653968;0,665397;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,717460;0,857143;0,639048
66;0,323810;0,426667;0,658413;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,720635;0,857143;0,647238
67;0,333333;0,333333;0,579048;0,664127;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,717460;0,857143;0,629397
68;0,333333;0,450159;0,655238;0,666032;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,704762;0,857143;0,647619
69;0,333333;0,362540;0,650159;0,663492;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,717460;0,857143;0,639365
70;0,333333;0,360635;0,650159;0,660952;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,704762;0,857143;0,637651
71;0,333333;0,488254;0,657143;0,664127;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,717460;0,857143;0,652698
72;0,333333;0,478730;0,657143;0,662222;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,716825;0,857143;0,651492
73;0,333333;0,333333;0,558730;0,657143;0,664127;0,666667;0,666667;0,666667;0,666667;0,666667;0,704762;0,857143;0,625143
74;0,333333;0,333333;0,431746;0,648254;0,661587;0,666667;0,666667;0,666667;0,666667;0,666667;0,717460;0,857143;0,612571
75;0,333333;0,333333;0,426667;0,650794;0,658413;0,666667;0,666667;0,666667;0,666667;0,666667;0,739048;0,857143;0,614159
76;0,333333;0,333333;0,529524;0,655873;0,661587;0,666667;0,666667;0,666667;0,666667;0,666667;0,762540;0,857143;0,627619
77;0,333333;0,333333;0,536508;0,655238;0,659683;0,666667;0,666667;0,666667;0,666667;0,666667;0,740317;0,857143;0,625841
78;0,333333;0,348571;0,622857;0,657143;0,665397;0,666667;0,666667;0,666667;0,666667;0,666667;0,752381;0,857143;0,637968
79;0,333333;0,358095;0,621587;0,657143;0,663492;0,666667;0,666667;0,666667;0,666667;0,666667;0,763175;0,857143;0,639683
80;0,333333;0,434286;0,656508;0,659683;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,752381;0,857143;0,650286
81;0,333333;0,420952;0,651429;0,660952;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,773968;0,857143;0,650730
82;0,333333;0,366349;0,629841;0,657143;0,665397;0,666667;0,666667;0,666667;0,666667;0,666667;0,750476;0,857143;0,640254
83;0,333333;0,393016;0,651429;0,666032;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,735873;0,857143;0,644635
84;0,333333;0,417778;0,653333;0,659683;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,754921;0,857143;0,648571
85;0,333333;0,596190;0,657143;0,663492;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,735873;0,857143;0,665270
86;0,333333;0,524444;0,657143;0,666032;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,726349;0,857143;0,657397
87;0,333333;0,506667;0,657143;0,662857;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,735873;0,857143;0,656254
88;0,333333;0,473651;0,652698;0,659683;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,714286;0,857143;0,650032
89;0,333333;0,487619;0,651429;0,658413;0,666667;0,666667;0,666667;0,666667;0,666667;0,666667;0,714286;0,857143;0,651175
90;0,333333;0,342857;0,618413;0,657143;0,665397;0,666667;0,666667;0,666667;0,666667;0,666667;0,730159;0,857143;0,634730
91;0,333333;0,333333;0,408254;0,642540;0,660952;0,666667;0,666667;0,666667;0,666667;0,666667;0,773968;0,857143;0,615238
92;0,333333;0,333333;0,417143;0,649524;0,659048;0,666667;0,666667;0,666667;0,666667;0,666667;0,742857;0,857143;0,613524
93;0,333333;0,333333;0,394921;0,634286;0,660317;0,666667;0,666667;0,666667;0,666667;0,666667;0,755556;0,857143;0,611175
94;0,333333;0,333333;0,472381;0,638095;0,656508;0,666032;0,666667;0,666667;0,666667;0,666667;0,766349;0,857143;0,619937
