Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;-0,362782;-0,221148;-0,100127;-0,033937;-0,007011;-0,001591;0,000977;0,006789;0,033925;0,099006;0,209578;0,438555;-0,001354
1;-0,349220;-0,212846;-0,085227;-0,029760;-0,008623;-0,002191;0,001225;0,009580;0,063152;0,131038;0,255703;0,438555;0,012205
2;-0,400574;-0,145218;-0,058927;-0,018446;-0,006719;-0,002001;0,001071;0,010716;0,059492;0,121252;0,293207;0,443543;0,025443
3;-0,300391;-0,167609;-0,057079;-0,011235;-0,003593;-0,000814;0,001777;0,014238;0,061068;0,119996;0,285923;0,443543;0,024267
4;-0,385351;-0,169878;-0,052013;-0,009462;-0,002937;-0,000448;0,003734;0,021519;0,063954;0,141173;0,300676;0,443543;0,029632
5;-0,452704;-0,153527;-0,038668;-0,008360;-0,002712;0,000163;0,004874;0,021583;0,070287;0,147202;0,318020;0,443543;0,035886
6;-0,267421;-0,149300;-0,055986;-0,009896;-0,002436;0,000237;0,004739;0,025301;0,072617;0,152011;0,326059;0,443543;0,036335
7;-0,390725;-0,157584;-0,053515;-0,008403;-0,001377;0,001415;0,007049;0,032729;0,089415;0,165561;0,330846;0,443543;0,040613
8;-0,285220;-0,142503;-0,031986;-0,004491;-0,000370;0,003296;0,018042;0,055053;0,109394;0,192702;0,353461;0,484807;0,055260
9;-0,371265;-0,164195;-0,031351;-0,003824;-0,000150;0,005581;0,023885;0,067053;0,141683;0,236483;0,372092;0,507018;0,064726
10;-0,371265;-0,168576;-0,021895;-0,003511;0,000419;0,007889;0,025907;0,068653;0,134873;0,236609;0,368936;0,507018;0,064931
11;-0,455390;-0,146274;-0,021752;-0,003098;0,001948;0,014969;0,044129;0,103772;0,167266;0,242611;0,367139;0,507018;0,077071
12;-0,455390;-0,152165;-0,024031;-0,002710;0,007383;0,025458;0,063258;0,121478;0,181035;0,254445;0,375216;0,507018;0,084937
13;-0,383734;-0,120100;-0,009090;0,000647;0,014577;0,037902;0,078892;0,137413;0,203000;0,301611;0,411189;0,507018;0,105604
14;-0,297931;-0,090006;-0,004602;0,003509;0,022592;0,056637;0,114860;0,165113;0,248096;0,329004;0,427123;0,507018;0,127233
15;-0,250110;-0,070869;-0,003398;0,009619;0,030583;0,072445;0,129800;0,172786;0,248070;0,313265;0,423761;0,507018;0,132606
16;-0,203966;-0,091626;-0,010295;0,005985;0,026265;0,064866;0,114853;0,165824;0,239764;0,305736;0,419068;0,507018;0,124044
17;-0,259724;-0,092108;-0,005521;0,008321;0,025215;0,063844;0,125908;0,172856;0,238917;0,311706;0,420076;0,507018;0,126921
18;-0,289533;-0,129631;-0,012740;0,008064;0,028270;0,077368;0,133087;0,178853;0,239453;0,314552;0,420811;0,507018;0,125809
19;-0,317222;-0,102254;-0,005630;0,011361;0,029209;0,078625;0,138015;0,198246;0,257769;0,335658;0,437823;0,517834;0,137882
20;-0,317222;-0,109348;-0,001285;0,018182;0,048443;0,107681;0,163542;0,230703;0,283052;0,357980;0,456863;0,517834;0,155581
21;-0,229596;-0,069785;0,003480;0,020682;0,075134;0,130233;0,189695;0,248254;0,305803;0,371160;0,457846;0,517834;0,173250
22;-0,345588;-0,054105;0,008402;0,036165;0,104584;0,155971;0,215738;0,267547;0,325320;0,387211;0,460716;0,517834;0,190755
23;-0,345588;-0,052345;0,006945;0,026929;0,094751;0,144827;0,212292;0,270322;0,320030;0,379864;0,457319;0,522014;0,186093
24;-0,345588;-0,053401;0,008187;0,033487;0,101564;0,157503;0,217272;0,269995;0,321332;0,391592;0,461267;0,522014;0,190880
25;-0,369457;-0,079045;0,004866;0,032045;0,096640;0,152324;0,226268;0,283298;0,334406;0,401564;0,473706;0,543149;0,192607
26;-0,173695;-0,034980;0,008562;0,061640;0,126541;0,196114;0,252055;0,303971;0,352922;0,404201;0,469791;0,543149;0,214082
27;-0,295933;-0,036927;0,014590;0,071972;0,125089;0,181425;0,250379;0,306816;0,368006;0,412868;0,479514;0,615234;0,217373
28;-0,295933;-0,053154;0,009326;0,059029;0,121261;0,171972;0,244062;0,300258;0,364710;0,410578;0,473725;0,615234;0,210177
29;-0,148268;-0,033275;0,020343;0,075281;0,128318;0,189008;0,262294;0,321317;0,389641;0,417227;0,483637;0,615234;0,225379
30;-0,148268;-0,035540;0,010473;0,064336;0,127243;0,192243;0,266497;0,325997;0,393988;0,422458;0,495438;0,615234;0,226313
31;-0,246520;-0,046967;0,006593;0,051130;0,118392;0,179125;0,257545;0,315689;0,383327;0,421325;0,501703;0,633171;0,218786
32;-0,246520;-0,029968;0,022976;0,095907;0,155691;0,221264;0,285297;0,331259;0,395919;0,427778;0,506233;0,633171;0,241236
33;-0,246520;-0,018855;0,023750;0,101057;0,175925;0,256684;0,306287;0,358436;0,406269;0,438572;0,517440;0,656553;0,256556
34;-0,056614;-0,009118;0,022220;0,093528;0,157990;0,241501;0,301893;0,350535;0,407414;0,441483;0,512936;0,656553;0,252038
35;-0,152671;-0,018160;0,029326;0,109185;0,191509;0,276194;0,319751;0,363595;0,404182;0,448023;0,514047;0,656553;0,263765
36;-0,147416;-0,007925;0,072115;0,147664;0,243139;0,294622;0,340529;0,385650;0,418364;0,447514;0,507719;0,656553;0,284939
37;-0,147416;0,004108;0,101521;0,204837;0,281345;0,324677;0,376020;0,409867;0,432645;0,469019;0,536793;0,663356;0,314083
38;-0,147416;0,016130;0,127451;0,239773;0,292449;0,333739;0,382680;0,414667;0,436193;0,469133;0,542630;0,663356;0,325484
39;-0,273328;0,009927;0,138433;0,240208;0,296748;0,340429;0,380389;0,417811;0,439711;0,469098;0,548892;0,663356;0,328165
40;-0,273328;0,033282;0,151927;0,250586;0,310351;0,355723;0,391608;0,419915;0,441342;0,473731;0,557057;0,663356;0,338552
41;-0,077730;0,045223;0,163374;0,266314;0,318906;0,355535;0,395263;0,420705;0,444208;0,477219;0,569237;0,663356;0,345599
42;-0,077730;0,032103;0,154053;0,264965;0,317111;0,360536;0,402356;0,421445;0,451743;0,497440;0,586990;0,697828;0,348874
43;-0,071191;0,047884;0,165166;0,255690;0,321165;0,370140;0,410599;0,429883;0,461170;0,498491;0,585783;0,697828;0,354597
44;-0,071191;0,054941;0,191510;0,286065;0,353783;0,400324;0,424105;0,450133;0,477316;0,505772;0,594504;0,718621;0,373845
45;-0,071191;0,064457;0,199225;0,295151;0,353062;0,393808;0,417039;0,434844;0,464890;0,502183;0,573401;0,718621;0,369806
46;-0,070038;0,052937;0,201826;0,295338;0,358007;0,397829;0,416759;0,434552;0,464423;0,506595;0,581641;0,718621;0,370991
47;-0,052030;0,059233;0,190479;0,273520;0,351240;0,401755;0,420944;0,440837;0,472404;0,514307;0,597453;0,718621;0,372217
48;-0,291413;0,028438;0,177661;0,275041;0,347390;0,400001;0,421863;0,441358;0,469604;0,511522;0,596604;0,718621;0,366948
49;-0,083013;0,031789;0,196469;0,290492;0,354273;0,401270;0,421856;0,441198;0,465862;0,508276;0,599835;0,718621;0,371132
50;-0,081509;0,060774;0,201912;0,306542;0,371869;0,406872;0,425207;0,448886;0,469873;0,506115;0,599207;0,727313;0,379726
51;-0,122529;0,076393;0,233977;0,334104;0,389217;0,412885;0,427342;0,453889;0,475609;0,517329;0,621142;0,727313;0,394189
52;-0,092311;0,088421;0,243582;0,331051;0,385240;0,412340;0,425400;0,449443;0,475587;0,515805;0,611288;0,727313;0,393816
53;-0,092311;0,107437;0,285771;0,362870;0,402291;0,420628;0,439420;0,467246;0,494872;0,542324;0,636677;0,727313;0,415953
54;-0,081509;0,136246;0,295477;0,374516;0,407321;0,421666;0,436214;0,464039;0,495316;0,537426;0,628254;0,727313;0,419647
55;0,013141;0,102821;0,279541;0,360647;0,408325;0,425268;0,441111;0,463408;0,496009;0,541767;0,620505;0,727313;0,413940
56;0,013141;0,149428;0,313141;0,391498;0,418283;0,430183;0,447554;0,470115;0,498632;0,541012;0,613752;0,727313;0,427360
57;0,015048;0,164215;0,335522;0,397779;0,418716;0,432488;0,453771;0,475596;0,505434;0,547955;0,628563;0,727313;0,436004
58;0,011867;0,185251;0,334879;0,399758;0,418912;0,434053;0,454763;0,470400;0,495119;0,537167;0,625574;0,727313;0,435587
59;0,007588;0,149303;0,345825;0,405724;0,421794;0,440598;0,459668;0,482275;0,516076;0,559971;0,640597;0,733436;0,442183
60;0,007588;0,171446;0,362419;0,410498;0,423932;0,440745;0,462654;0,488262;0,524439;0,575661;0,647045;0,733436;0,450710
61;0,007588;0,184493;0,378313;0,412897;0,426497;0,446866;0,469854;0,498289;0,534699;0,586593;0,663268;0,733436;0,460177
62;0,006672;0,174508;0,348218;0,405062;0,420900;0,437742;0,457952;0,485261;0,516868;0,575064;0,650850;0,733436;0,447243
63;0,006672;0,161688;0,339318;0,404474;0,422907;0,443950;0,469362;0,498989;0,530086;0,584636;0,651494;0,733436;0,450690
