Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Best
445;0,448000;0,745760;0,864720;0,895040;0,908800;0,921200;0,930320;0,938160;0,947040;0,952000;0,960560;0,968000
446;0,272000;0,752800;0,860080;0,891520;0,907600;0,918320;0,929440;0,937440;0,946320;0,952000;0,958320;0,968000
447;0,376000;0,731440;0,855520;0,893280;0,908880;0,922800;0,931840;0,939680;0,946880;0,952000;0,959440;0,968000
448;0,296000;0,696080;0,852480;0,888720;0,907040;0,919760;0,929600;0,937680;0,944880;0,952000;0,958960;0,968000
449;0,280000;0,693920;0,854320;0,890400;0,908240;0,922240;0,930560;0,939120;0,944640;0,952000;0,959280;0,968000
450;0,296000;0,706480;0,853920;0,888560;0,904960;0,920640;0,930880;0,939760;0,946480;0,952000;0,960000;0,968000
451;0,320000;0,730400;0,863680;0,894160;0,909040;0,922320;0,930960;0,939760;0,947360;0,952000;0,961440;0,968000
452;0,296000;0,749760;0,865440;0,896000;0,910640;0,922480;0,931520;0,939280;0,945840;0,952000;0,959360;0,968000
453;0,416000;0,732240;0,862720;0,892320;0,908640;0,921120;0,930560;0,937840;0,945760;0,952000;0,959200;0,968000
454;0,272000;0,708960;0,857040;0,890000;0,908000;0,921200;0,930640;0,938880;0,944800;0,952000;0,958320;0,968000
455;0,272000;0,695680;0,865360;0,896000;0,909680;0,921520;0,932000;0,939440;0,945120;0,952000;0,959360;0,968000
456;0,272000;0,660160;0,853440;0,890240;0,908000;0,919360;0,930560;0,938720;0,944080;0,952000;0,957920;0,968000
457;0,272000;0,651840;0,850720;0,887520;0,907440;0,918640;0,929920;0,938560;0,944000;0,951440;0,959200;0,968000
458;0,344000;0,703600;0,856000;0,890720;0,908320;0,919520;0,929200;0,938160;0,944080;0,952000;0,958720;0,968000
459;0,272000;0,685520;0,851280;0,885120;0,906560;0,917760;0,929440;0,939040;0,945120;0,952000;0,959200;0,968000
460;0,272000;0,649200;0,838880;0,881680;0,903920;0,916480;0,926400;0,937440;0,944560;0,952000;0,958720;0,968000
461;0,280000;0,640320;0,835440;0,882320;0,904080;0,916480;0,928320;0,938480;0,946480;0,952000;0,960640;0,968000
462;0,272000;0,680320;0,849440;0,885040;0,905360;0,917040;0,928720;0,938560;0,945600;0,952000;0,960400;0,968000
463;0,272000;0,664560;0,843920;0,883920;0,904240;0,916960;0,930400;0,939040;0,946160;0,952000;0,960080;0,968000
464;0,280000;0,656160;0,833440;0,877840;0,902160;0,915760;0,926320;0,937120;0,944160;0,952000;0,958960;0,968000
465;0,280000;0,673200;0,840160;0,874960;0,898240;0,912720;0,923920;0,934560;0,943680;0,950560;0,958160;0,968000
466;0,296000;0,673040;0,844640;0,879840;0,899440;0,913680;0,924160;0,933440;0,942480;0,951200;0,959520;0,968000
467;0,272000;0,693760;0,847920;0,882400;0,903040;0,916320;0,926720;0,937040;0,944720;0,952000;0,959200;0,968000
468;0,272000;0,655920;0,841200;0,877920;0,899840;0,913360;0,925120;0,934960;0,944240;0,952000;0,959440;0,968000
469;0,336000;0,675280;0,838800;0,874560;0,896480;0,911440;0,924640;0,934000;0,942880;0,951520;0,958720;0,968000
470;0,296000;0,688720;0,846240;0,882320;0,900480;0,914640;0,926160;0,936880;0,944640;0,952000;0,958000;0,968000
471;0,272000;0,662960;0,844560;0,882160;0,900560;0,915600;0,926240;0,935920;0,943920;0,951360;0,956720;0,968000
472;0,296000;0,632800;0,835440;0,875280;0,895360;0,910080;0,923440;0,933200;0,942960;0,950160;0,957920;0,968000
473;0,280000;0,634320;0,836080;0,878160;0,898960;0,914400;0,925600;0,934880;0,943760;0,950720;0,958480;0,968000
474;0,296000;0,657120;0,834800;0,875680;0,895760;0,911520;0,924560;0,934080;0,943040;0,949520;0,958320;0,968000
475;0,272000;0,613200;0,823360;0,869040;0,893840;0,911440;0,924640;0,933920;0,942800;0,950480;0,958880;0,968000
476;0,272000;0,644560;0,830080;0,866560;0,891840;0,908240;0,923120;0,933520;0,942720;0,950320;0,958560;0,968000
477;0,392000;0,667520;0,827680;0,868720;0,895840;0,910080;0,923360;0,933920;0,942800;0,950320;0,958800;0,968000
478;0,328000;0,673440;0,828000;0,874800;0,901440;0,916560;0,927360;0,936480;0,944000;0,951520;0,959440;0,968000
479;0,328000;0,672000;0,826960;0,878320;0,900400;0,917520;0,929600;0,938000;0,944160;0,952000;0,960480;0,968000
480;0,272000;0,662880;0,821440;0,874080;0,897440;0,911360;0,925760;0,935840;0,944880;0,952000;0,959760;0,968000
481;0,344000;0,681840;0,833760;0,879760;0,901120;0,915680;0,927120;0,935120;0,943760;0,951360;0,958480;0,968000
482;0,304000;0,681440;0,840080;0,886480;0,903440;0,916320;0,927040;0,935200;0,943120;0,951920;0,958240;0,968000
483;0,336000;0,676000;0,859040;0,889600;0,905440;0,917760;0,928560;0,936320;0,945360;0,952000;0,958800;0,968000
484;0,272000;0,660400;0,845120;0,884400;0,903040;0,916640;0,927360;0,935360;0,943680;0,952000;0,958640;0,968000
485;0,328000;0,674560;0,833200;0,878000;0,900160;0,915280;0,925200;0,934160;0,942640;0,950720;0,957760;0,968000
486;0,296000;0,664240;0,837760;0,882400;0,900720;0,913920;0,925280;0,934400;0,943440;0,950800;0,957920;0,968000
487;0,296000;0,713200;0,855600;0,887840;0,904080;0,917200;0,928720;0,936000;0,943920;0,951920;0,958000;0,968000
488;0,272000;0,728400;0,861280;0,891360;0,906480;0,917680;0,929120;0,936000;0,943280;0,950720;0,958320;0,968000
489;0,328000;0,710720;0,862400;0,889840;0,904720;0,916240;0,926560;0,935440;0,942160;0,950400;0,957280;0,968000
490;0,336000;0,709120;0,855280;0,886880;0,902640;0,914320;0,924240;0,934160;0,940960;0,949920;0,957040;0,968000
491;0,296000;0,683760;0,850080;0,882800;0,903200;0,916160;0,926000;0,935760;0,942080;0,950880;0,957600;0,968000
492;0,280000;0,651680;0,851440;0,884640;0,904160;0,916960;0,928000;0,936240;0,944000;0,951760;0,957840;0,968000
493;0,336000;0,667200;0,854800;0,887280;0,903200;0,916000;0,926560;0,936000;0,943920;0,950320;0,956960;0,968000
494;0,296000;0,649840;0,857440;0,889200;0,903280;0,915680;0,926560;0,936000;0,943840;0,950400;0,957440;0,968000
495;0,272000;0,682880;0,852480;0,888560;0,903520;0,915680;0,926080;0,936160;0,944000;0,951040;0,958080;0,968000
496;0,296000;0,711120;0,862880;0,894080;0,907280;0,918000;0,927120;0,936000;0,942720;0,950240;0,958080;0,968000
497;0,280000;0,710800;0,863680;0,894800;0,908160;0,919760;0,929360;0,936400;0,944000;0,951040;0,958880;0,968000
498;0,296000;0,756800;0,866080;0,897600;0,911280;0,923680;0,932400;0,939920;0,946000;0,952000;0,960160;0,968000
499;0,272000;0,788240;0,870240;0,898560;0,912800;0,924160;0,932000;0,939520;0,946400;0,952000;0,960160;0,968000
500;0,384000;0,748880;0,868880;0,897520;0,912080;0,923440;0,932240;0,939440;0,945120;0,952000;0,958800;0,968000
501;0,304000;0,734960;0,866160;0,897600;0,913040;0,925040;0,934160;0,941120;0,947680;0,952000;0,960000;0,968000
502;0,296000;0,717040;0,863600;0,895840;0,911760;0,924320;0,934160;0,940320;0,947360;0,952000;0,960800;0,968000
503;0,296000;0,699600;0,862640;0,894400;0,911600;0,922480;0,931840;0,939600;0,946240;0,952000;0,960400;0,968000
504;0,272000;0,682960;0,865040;0,897840;0,914400;0,923120;0,932240;0,940480;0,947520;0,952000;0,960560;0,968000
505;0,280000;0,721120;0,874560;0,901600;0,915040;0,924320;0,933280;0,941200;0,948080;0,952000;0,959840;0,968000
506;0,376000;0,758240;0,869200;0,897760;0,912640;0,922880;0,931040;0,939840;0,946320;0,952000;0,959680;0,968000
507;0,336000;0,790240;0,879280;0,900960;0,915840;0,925040;0,933440;0,941200;0,947120;0,952000;0,959040;0,968000
508;0,296000;0,776560;0,874080;0,900720;0,916720;0,926080;0,934960;0,942160;0,946960;0,952000;0,958960;0,968000
509;0,296000;0,779120;0,872080;0,897120;0,912880;0,923520;0,932160;0,939680;0,945840;0,952000;0,958640;0,968000
510;0,280000;0,784640;0,879360;0,900320;0,915680;0,925520;0,935440;0,942400;0,948080;0,952000;0,958720;0,968000
511;0,272000;0,742640;0,871280;0,896320;0,911520;0,924960;0,934320;0,942160;0,946800;0,952000;0,959120;0,968000
512;0,272000;0,766560;0,871280;0,895360;0,910000;0,923600;0,932400;0,939680;0,944960;0,952000;0,957680;0,968000
513;0,296000;0,792080;0,877440;0,900560;0,913840;0,925040;0,933200;0,940720;0,946480;0,952000;0,958400;0,968000
514;0,296000;0,784720;0,876240;0,900560;0,913440;0,923600;0,932320;0,940400;0,947120;0,952000;0,958880;0,968000
515;0,272000;0,804000;0,878400;0,899760;0,913120;0,923840;0,933040;0,940480;0,946480;0,952000;0,958400;0,968000
516;0,296000;0,806240;0,880400;0,901280;0,914800;0,924880;0,934240;0,940960;0,947040;0,952000;0,958560;0,968000
517;0,536000;0,804320;0,876960;0,899840;0,912720;0,925280;0,934480;0,940880;0,946560;0,952000;0,959200;0,968000
518;0,400000;0,774000;0,873280;0,898800;0,911200;0,923360;0,932640;0,939360;0,946160;0,952000;0,959760;0,968000
519;0,280000;0,726800;0,864240;0,895360;0,909360;0,922080;0,932000;0,939040;0,944640;0,952000;0,959120;0,968000
520;0,296000;0,739440;0,862800;0,896160;0,911200;0,923360;0,932560;0,939600;0,945520;0,952000;0,960160;0,968000
521;0,280000;0,742320;0,869920;0,899600;0,914880;0,926560;0,935840;0,942640;0,947760;0,952000;0,960240;0,968000
522;0,272000;0,756000;0,883680;0,905200;0,918960;0,929520;0,936800;0,944000;0,950640;0,952000;0,960240;0,968000
523;0,296000;0,773280;0,882080;0,902960;0,916880;0,927360;0,935360;0,943600;0,949600;0,952000;0,960640;0,968000
524;0,344000;0,717920;0,871440;0,897520;0,911120;0,923520;0,932640;0,940080;0,947280;0,952000;0,960320;0,968000
525;0,408000;0,717440;0,870640;0,895600;0,909200;0,923120;0,931840;0,939040;0,947600;0,952000;0,961440;0,968000
526;0,272000;0,690160;0,865120;0,895920;0,909680;0,923200;0,932640;0,940000;0,947280;0,952000;0,960960;0,968000
527;0,272000;0,703360;0,872000;0,897840;0,911760;0,923760;0,934080;0,942000;0,949200;0,952000;0,961200;0,968000
528;0,272000;0,699360;0,864080;0,893040;0,908960;0,923120;0,932560;0,941280;0,948640;0,952000;0,960160;0,968000
529;0,272000;0,717040;0,861200;0,889680;0,907840;0,922400;0,932560;0,940880;0,948000;0,952240;0,961440;0,968000
530;0,296000;0,756560;0,867520;0,894800;0,909520;0,924320;0,934320;0,942720;0,949120;0,952640;0,962160;0,968000
531;0,296000;0,749920;0,870240;0,895920;0,910480;0,924640;0,933840;0,940560;0,948080;0,952000;0,961440;0,968000
532;0,296000;0,775680;0,871520;0,897520;0,911760;0,925280;0,935040;0,943040;0,948720;0,952000;0,961760;0,968000
533;0,528000;0,808960;0,878320;0,899760;0,914720;0,926800;0,936000;0,943920;0,949280;0,952160;0,962160;0,968000
534;0,552000;0,810720;0,880880;0,902880;0,916560;0,928560;0,938000;0,944000;0,950800;0,952000;0,961280;0,968000
535;0,272000;0,790880;0,878720;0,904720;0,916880;0,929840;0,937920;0,944000;0,950960;0,952560;0,961840;0,968000
536;0,296000;0,786400;0,880800;0,906960;0,919760;0,928880;0,936000;0,943760;0,949440;0,952000;0,960880;0,968000
537;0,296000;0,778080;0,876320;0,903600;0,916560;0,927680;0,936000;0,943040;0,948560;0,952000;0,961600;0,968000
538;0,296000;0,739600;0,879040;0,903920;0,917680;0,928960;0,936000;0,942800;0,949120;0,952000;0,960720;0,968000
539;0,296000;0,755120;0,876320;0,901280;0,916720;0,928960;0,936000;0,943840;0,950160;0,952000;0,961760;0,968000
540;0,392000;0,770160;0,874800;0,900560;0,913200;0,924080;0,933760;0,942000;0,948480;0,952000;0,961280;0,968000
541;0,296000;0,748160;0,869920;0,896160;0,911520;0,922960;0,932160;0,939760;0,947440;0,952000;0,960480;0,968000
542;0,272000;0,758160;0,870400;0,896320;0,909920;0,924560;0,934320;0,941680;0,947200;0,952000;0,958960;0,968000
543;0,272000;0,694480;0,861920;0,892800;0,909840;0,923360;0,932080;0,940880;0,947280;0,952000;0,959680;0,968000
544;0,272000;0,719440;0,864000;0,896240;0,911680;0,923680;0,932400;0,940400;0,946960;0,952000;0,959280;0,968000
545;0,272000;0,738320;0,871360;0,897680;0,912240;0,924400;0,933600;0,942160;0,949440;0,952000;0,961840;0,968000
546;0,296000;0,756320;0,875760;0,899280;0,915200;0,926960;0,935600;0,943200;0,949680;0,952320;0,961680;0,968000
547;0,312000;0,759680;0,874960;0,899440;0,914320;0,926000;0,935440;0,941760;0,949280;0,952400;0,961760;0,968000
548;0,296000;0,757520;0,874960;0,900400;0,913120;0,926160;0,935040;0,942720;0,949200;0,952800;0,962160;0,968000
549;0,296000;0,755040;0,876560;0,900800;0,913440;0,926160;0,935920;0,944000;0,949680;0,952480;0,961600;0,968000
550;0,272000;0,749360;0,866240;0,895440;0,910800;0,924720;0,934640;0,942800;0,949200;0,952000;0,961200;0,968000
551;0,272000;0,739600;0,868640;0,898080;0,910880;0,924160;0,934000;0,942880;0,948480;0,952000;0,958640;0,968000
552;0,296000;0,750320;0,872320;0,899520;0,912640;0,925680;0,934960;0,943360;0,948960;0,952000;0,959920;0,968000
553;0,296000;0,759840;0,874960;0,899600;0,915200;0,926000;0,934640;0,941680;0,946560;0,952000;0,958400;0,968000
554;0,280000;0,753760;0,878400;0,904160;0,916640;0,927680;0,936000;0,942640;0,947760;0,952000;0,958480;0,968000
555;0,272000;0,709840;0,867600;0,897360;0,913440;0,925200;0,934000;0,941040;0,947200;0,952000;0,959360;0,968000
556;0,272000;0,707920;0,863680;0,895120;0,911200;0,925200;0,934720;0,941600;0,947840;0,952000;0,959040;0,968000
557;0,296000;0,746640;0,872720;0,898480;0,914480;0,926160;0,935520;0,941920;0,947920;0,952000;0,960000;0,968000
558;0,272000;0,766000;0,871200;0,896480;0,912400;0,925280;0,935600;0,941600;0,947680;0,952000;0,960000;0,968000
559;0,296000;0,767680;0,877120;0,899840;0,914960;0,926080;0,936000;0,942160;0,948400;0,952000;0,960240;0,968000
560;0,296000;0,726640;0,879280;0,899920;0,913440;0,925440;0,935360;0,943280;0,948400;0,952000;0,960800;0,968000
561;0,280000;0,728320;0,872560;0,898880;0,912560;0,924560;0,933200;0,941440;0,947600;0,952000;0,960960;0,968000
562;0,272000;0,692240;0,865600;0,895760;0,911120;0,924800;0,933200;0,941280;0,948080;0,952000;0,961200;0,968000
563;0,272000;0,701600;0,863840;0,895200;0,910160;0,924400;0,933040;0,941920;0,948960;0,952000;0,961840;0,968000
564;0,336000;0,734080;0,872000;0,899520;0,914800;0,926000;0,935200;0,943600;0,950160;0,952160;0,962080;0,968000
565;0,288000;0,720960;0,870640;0,898000;0,911680;0,925200;0,934880;0,943520;0,950960;0,952000;0,962160;0,968000
566;0,272000;0,698800;0,868480;0,897360;0,912240;0,926000;0,936160;0,944000;0,950800;0,952000;0,962560;0,968000
567;0,272000;0,726320;0,871440;0,900560;0,915280;0,926640;0,936000;0,943760;0,949440;0,952000;0,962720;0,968000
568;0,296000;0,765120;0,874560;0,899760;0,914800;0,928400;0,937600;0,944400;0,952000;0,953200;0,962480;0,968000
569;0,280000;0,744640;0,874080;0,899680;0,914400;0,929520;0,939360;0,944560;0,952000;0,954240;0,962800;0,968000
570;0,296000;0,766400;0,871440;0,897200;0,914160;0,927920;0,938480;0,944160;0,952000;0,952800;0,962720;0,968000
571;0,296000;0,759280;0,868960;0,896000;0,912960;0,927120;0,936640;0,944000;0,951440;0,952160;0,962400;0,968000
572;0,296000;0,778560;0,871120;0,898240;0,914640;0,928800;0,937360;0,944000;0,951920;0,952000;0,961920;0,968000
573;0,272000;0,786240;0,875840;0,901040;0,916800;0,930400;0,938000;0,945200;0,952000;0,952880;0,962080;0,968000
574;0,296000;0,748720;0,875280;0,901440;0,917280;0,930400;0,938560;0,944480;0,952000;0,952560;0,962240;0,968000
575;0,272000;0,769920;0,876720;0,902800;0,916960;0,930800;0,939120;0,946160;0,952000;0,952880;0,961920;0,968000
576;0,296000;0,795520;0,873520;0,903920;0,919520;0,931200;0,940400;0,946480;0,952000;0,953200;0,961920;0,968000
577;0,296000;0,787840;0,877680;0,902960;0,919200;0,931840;0,942000;0,946320;0,952000;0,952800;0,962240;0,968000
578;0,296000;0,769360;0,874880;0,904560;0,921440;0,931920;0,941360;0,944320;0,952000;0,952000;0,961280;0,968000
579;0,272000;0,763920;0,874400;0,903120;0,919520;0,930480;0,940160;0,944400;0,952000;0,952240;0,961920;0,968000
580;0,296000;0,748880;0,872560;0,902480;0,919760;0,930560;0,939600;0,944000;0,950880;0,952000;0,960960;0,968000
581;0,280000;0,771760;0,881040;0,905040;0,921360;0,932080;0,941520;0,944640;0,952000;0,952000;0,961200;0,968000
582;0,272000;0,742400;0,878640;0,905040;0,921760;0,932480;0,941280;0,945440;0,952000;0,952480;0,962880;0,968000
583;0,272000;0,754480;0,886480;0,907920;0,925280;0,934720;0,942640;0,947680;0,952000;0,953680;0,963280;0,968000
584;0,272000;0,768080;0,881440;0,903520;0,920000;0,933040;0,941200;0,946400;0,952000;0,953920;0,963360;0,968000
585;0,296000;0,754640;0,879040;0,904160;0,918800;0,932080;0,940880;0,946640;0,952000;0,954080;0,962720;0,968000
586;0,432000;0,785600;0,883360;0,905680;0,921760;0,933680;0,941840;0,947760;0,952000;0,953520;0,962480;0,968000
587;0,360000;0,799680;0,889600;0,908640;0,924320;0,933520;0,941520;0,946480;0,952000;0,953280;0,962880;0,968000
588;0,432000;0,818720;0,895360;0,911440;0,924880;0,935120;0,942080;0,946560;0,952000;0,954160;0,962960;0,968000
589;0,296000;0,788320;0,892160;0,911280;0,925680;0,936000;0,943920;0,949120;0,952000;0,955600;0,963200;0,968000
590;0,296000;0,787760;0,893040;0,911600;0,927040;0,936960;0,944000;0,948160;0,952000;0,954880;0,963760;0,968000
591;0,272000;0,781040;0,893360;0,911680;0,926400;0,936800;0,944000;0,949600;0,952000;0,954400;0,963600;0,968000
592;0,296000;0,756320;0,884960;0,906080;0,923760;0,934080;0,942880;0,947920;0,952000;0,953280;0,963520;0,968000
593;0,296000;0,750880;0,883360;0,909840;0,926320;0,937280;0,944000;0,949040;0,952000;0,952880;0,963840;0,968000
594;0,440000;0,726720;0,881280;0,908080;0,924800;0,936560;0,944000;0,950320;0,952000;0,954000;0,964080;0,968000
595;0,272000;0,753680;0,888640;0,912880;0,928960;0,939920;0,944880;0,952000;0,952000;0,954880;0,963920;0,968000
596;0,272000;0,789360;0,894000;0,914560;0,929440;0,939840;0,945680;0,952000;0,952000;0,956000;0,963920;0,968000
597;0,272000;0,781200;0,895840;0,915840;0,929760;0,939680;0,945040;0,952000;0,952000;0,955920;0,963120;0,968000
598;0,272000;0,746080;0,893680;0,917760;0,930480;0,939280;0,944160;0,952000;0,952000;0,956240;0,963600;0,968000
599;0,296000;0,767120;0,900080;0,920400;0,932320;0,941360;0,944240;0,952000;0,952000;0,956240;0,963520;0,968000
600;0,456000;0,809680;0,905840;0,924560;0,934320;0,943040;0,944240;0,952000;0,952000;0,957040;0,963600;0,968000
601;0,296000;0,783600;0,902000;0,920480;0,933120;0,941920;0,945840;0,952000;0,952000;0,956400;0,963680;0,968000
602;0,272000;0,762000;0,898720;0,916320;0,931440;0,940240;0,944000;0,951920;0,952000;0,956240;0,963200;0,968000
603;0,296000;0,785120;0,896960;0,917200;0,930960;0,940560;0,944000;0,951600;0,952000;0,955600;0,962720;0,968000
604;0,400000;0,770400;0,896320;0,917600;0,930880;0,940880;0,946240;0,952000;0,952000;0,954960;0,963280;0,968000
605;0,296000;0,798960;0,904480;0,923520;0,933600;0,942640;0,947760;0,952000;0,952000;0,955920;0,963280;0,968000
606;0,272000;0,810240;0,905520;0,925120;0,934560;0,943280;0,948480;0,952000;0,952000;0,955680;0,963920;0,968000
607;0,272000;0,805840;0,905600;0,924880;0,935760;0,944000;0,949280;0,952000;0,952000;0,957200;0,964240;0,968000
608;0,272000;0,833840;0,908800;0,927840;0,938400;0,944000;0,950080;0,952000;0,952000;0,957600;0,964320;0,968000
609;0,688000;0,865120;0,913200;0,930240;0,938960;0,944000;0,951280;0,952000;0,952000;0,957920;0,964400;0,968000
610;0,488000;0,858560;0,913760;0,930560;0,940080;0,945520;0,952000;0,952000;0,952000;0,959360;0,965200;0,968000
611;0,408000;0,821600;0,910320;0,927600;0,938400;0,944320;0,952000;0,952000;0,952000;0,959280;0,964880;0,968000
612;0,272000;0,821440;0,909360;0,928400;0,938880;0,944560;0,952000;0,952000;0,952000;0,959680;0,964640;0,968000
613;0,296000;0,816960;0,911520;0,930960;0,939840;0,944480;0,952000;0,952000;0,952000;0,958560;0,964960;0,968000
614;0,272000;0,815520;0,912240;0,931200;0,939680;0,945200;0,952000;0,952000;0,952000;0,959360;0,964000;0,968000
615;0,272000;0,825200;0,918240;0,932400;0,940560;0,947120;0,952000;0,952000;0,952000;0,959680;0,964160;0,968000
616;0,272000;0,809440;0,916560;0,932880;0,941760;0,947440;0,952000;0,952000;0,952000;0,960000;0,964080;0,968000
617;0,272000;0,824720;0,915200;0,932800;0,940560;0,944560;0,952000;0,952000;0,952000;0,958880;0,964080;0,968000
618;0,272000;0,860320;0,920800;0,936160;0,944000;0,947520;0,952000;0,952000;0,952480;0,960000;0,965040;0,968000
619;0,272000;0,839360;0,919280;0,933760;0,943360;0,946000;0,952000;0,952000;0,952000;0,959120;0,963520;0,968000
620;0,272000;0,829600;0,915680;0,932400;0,941280;0,944400;0,952000;0,952000;0,952000;0,957840;0,962480;0,968000
621;0,272000;0,834480;0,918560;0,932800;0,942320;0,945040;0,952000;0,952000;0,952000;0,957840;0,961920;0,968000
622;0,272000;0,844080;0,918480;0,931840;0,940880;0,944400;0,952000;0,952000;0,952000;0,957200;0,962880;0,968000
623;0,272000;0,823120;0,914640;0,930640;0,939680;0,944000;0,951840;0,952000;0,952000;0,957040;0,963360;0,968000
624;0,272000;0,841920;0,915520;0,931920;0,940880;0,945680;0,952000;0,952000;0,952000;0,959280;0,964560;0,968000
625;0,552000;0,854880;0,916240;0,931840;0,940560;0,944560;0,952000;0,952000;0,952000;0,956480;0,963600;0,968000
626;0,512000;0,835840;0,912320;0,930400;0,939760;0,944000;0,951920;0,952000;0,952000;0,957440;0,963680;0,968000
627;0,552000;0,837760;0,911360;0,930880;0,940960;0,945120;0,952000;0,952000;0,952000;0,957760;0,963360;0,968000
628;0,296000;0,824400;0,912240;0,932000;0,942640;0,944880;0,952000;0,952000;0,952000;0,957120;0,963680;0,968000
629;0,272000;0,833920;0,914720;0,932320;0,942400;0,945760;0,952000;0,952000;0,952000;0,957680;0,963680;0,968000
630;0,312000;0,846880;0,916000;0,932640;0,942400;0,945520;0,952000;0,952000;0,952000;0,958480;0,963600;0,968000
631;0,432000;0,836880;0,916240;0,933680;0,943360;0,946720;0,952000;0,952000;0,952000;0,959600;0,963840;0,968000
632;0,288000;0,838240;0,915200;0,932400;0,941760;0,944640;0,952000;0,952000;0,952000;0,958800;0,963520;0,968000
633;0,296000;0,821600;0,911360;0,931360;0,940960;0,944160;0,952000;0,952000;0,952000;0,957760;0,963280;0,968000
634;0,296000;0,829360;0,914960;0,932720;0,940640;0,944000;0,951680;0,952000;0,952000;0,957440;0,962560;0,968000
635;0,432000;0,834000;0,916960;0,932880;0,941600;0,945280;0,952000;0,952000;0,952000;0,958160;0,963520;0,968000
636;0,688000;0,855280;0,916640;0,933600;0,942800;0,944880;0,952000;0,952000;0,952000;0,958400;0,963680;0,968000
637;0,280000;0,854800;0,911680;0,931840;0,941200;0,944320;0,952000;0,952000;0,952000;0,957040;0,963280;0,968000
638;0,296000;0,850240;0,911200;0,930480;0,939440;0,944960;0,952000;0,952000;0,952000;0,959280;0,964320;0,968000
639;0,488000;0,858720;0,919920;0,932880;0,942080;0,945440;0,952000;0,952000;0,952000;0,958720;0,964000;0,968000
640;0,272000;0,849360;0,919760;0,931680;0,940320;0,944000;0,951920;0,952000;0,952000;0,959040;0,964160;0,968000
641;0,272000;0,854880;0,918960;0,931600;0,941280;0,945280;0,952000;0,952000;0,952400;0,960000;0,964800;0,968000
642;0,432000;0,849360;0,916400;0,932640;0,942800;0,947280;0,952000;0,952000;0,953440;0,960000;0,964240;0,968000
643;0,272000;0,837920;0,915520;0,933040;0,944000;0,948400;0,952000;0,952000;0,954640;0,960000;0,965200;0,968000
644;0,496000;0,827840;0,914880;0,933360;0,943680;0,947280;0,952000;0,952000;0,954960;0,960000;0,964480;0,968000
645;0,272000;0,829200;0,913600;0,932640;0,941840;0,946320;0,952000;0,952000;0,952320;0,960000;0,964560;0,968000
646;0,296000;0,837280;0,916400;0,933680;0,943200;0,947680;0,952000;0,952000;0,952560;0,960000;0,964240;0,968000
647;0,296000;0,808800;0,915920;0,933360;0,943360;0,950160;0,952000;0,952000;0,952000;0,960000;0,965120;0,968000
648;0,296000;0,820960;0,916720;0,933120;0,943120;0,948960;0,952000;0,952000;0,953280;0,960000;0,965280;0,968000
649;0,440000;0,844000;0,918160;0,933680;0,944000;0,950480;0,952000;0,952000;0,954000;0,960000;0,965760;0,968000
650;0,280000;0,801920;0,916480;0,933280;0,943600;0,949760;0,952000;0,952000;0,954720;0,960000;0,965600;0,968000
651;0,280000;0,832480;0,918480;0,934320;0,944000;0,949360;0,952000;0,952000;0,955600;0,960000;0,965520;0,968000
652;0,296000;0,835840;0,919520;0,935280;0,944000;0,948880;0,952000;0,952000;0,955440;0,960000;0,964800;0,968000
653;0,656000;0,857120;0,921120;0,934000;0,943760;0,949680;0,952000;0,952000;0,954000;0,960000;0,965920;0,968000
654;0,272000;0,841600;0,918880;0,933280;0,942400;0,946640;0,952000;0,952000;0,952240;0,960000;0,965360;0,968000
655;0,296000;0,823360;0,921360;0,933680;0,942560;0,946160;0,952000;0,952000;0,953200;0,960000;0,965360;0,968000
656;0,296000;0,840480;0,918640;0,933440;0,941840;0,946080;0,952000;0,952000;0,953040;0,960000;0,965600;0,968000
657;0,296000;0,841440;0,920400;0,934640;0,944000;0,947360;0,952000;0,952000;0,953200;0,960000;0,965920;0,968000
658;0,296000;0,783200;0,917600;0,933280;0,941760;0,945760;0,952000;0,952000;0,952960;0,960000;0,965920;0,968000
659;0,272000;0,835120;0,917920;0,932800;0,941760;0,946400;0,952000;0,952000;0,954960;0,960000;0,966480;0,968000
660;0,360000;0,849360;0,924560;0,936800;0,944000;0,948880;0,952000;0,952000;0,955760;0,960000;0,966640;0,968000
661;0,296000;0,854640;0,924320;0,936800;0,944000;0,948480;0,952000;0,952000;0,955680;0,960000;0,967040;0,968000
662;0,512000;0,857920;0,922080;0,936160;0,944000;0,949520;0,952000;0,952000;0,954640;0,960000;0,966240;0,968000
663;0,296000;0,831040;0,923280;0,938240;0,944000;0,951920;0,952000;0,952000;0,955600;0,960000;0,966480;0,968000
664;0,272000;0,808080;0,919680;0,936640;0,944080;0,952000;0,952000;0,952000;0,953920;0,960000;0,966000;0,968000
665;0,360000;0,807440;0,919680;0,934400;0,944000;0,950000;0,952000;0,952000;0,952080;0,960000;0,965680;0,968000
666;0,296000;0,832400;0,923680;0,936320;0,944000;0,949920;0,952000;0,952000;0,953600;0,960000;0,965760;0,968000
667;0,400000;0,831120;0,925040;0,937360;0,944000;0,949280;0,952000;0,952000;0,953600;0,960000;0,965840;0,968000
668;0,272000;0,821440;0,923440;0,937520;0,944000;0,951360;0,952000;0,952000;0,955600;0,960000;0,966720;0,968000
