Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Best
221;0,272000;0,490240;0,653760;0,730320;0,776720;0,809840;0,834400;0,854080;0,877920;0,897120;0,925040;0,960000
222;0,272000;0,483920;0,639200;0,728720;0,779600;0,815200;0,838800;0,856960;0,879200;0,898160;0,925760;0,960000
223;0,304000;0,498720;0,652800;0,738240;0,787280;0,817120;0,838960;0,856880;0,879280;0,897680;0,924080;0,960000
224;0,272000;0,489520;0,670800;0,749280;0,796000;0,824080;0,842800;0,862240;0,881360;0,900800;0,925680;0,960000
225;0,272000;0,504160;0,674320;0,747440;0,797280;0,826560;0,846800;0,865680;0,884000;0,902240;0,928640;0,960000
226;0,272000;0,498880;0,667840;0,744640;0,795520;0,823040;0,842400;0,861120;0,879200;0,900400;0,926560;0,960000
227;0,272000;0,450640;0,638880;0,722240;0,778000;0,814400;0,838880;0,860400;0,880480;0,900880;0,927680;0,960000
228;0,272000;0,485040;0,657360;0,737280;0,793760;0,827200;0,849440;0,869280;0,887760;0,904880;0,928000;0,960000
229;0,272000;0,464480;0,641040;0,727920;0,787600;0,822960;0,848720;0,868400;0,888560;0,906240;0,928720;0,960000
230;0,272000;0,464800;0,658400;0,731120;0,783120;0,819760;0,846400;0,866160;0,888640;0,907120;0,930400;0,960000
231;0,272000;0,502880;0,675840;0,747760;0,787760;0,820880;0,847360;0,868880;0,888720;0,907440;0,931600;0,960000
232;0,272000;0,511680;0,686720;0,759200;0,800480;0,829760;0,851440;0,871760;0,890480;0,906640;0,931120;0,960000
233;0,272000;0,494400;0,688000;0,764400;0,809280;0,834080;0,855680;0,873280;0,891760;0,907360;0,931040;0,960000
234;0,272000;0,487840;0,686720;0,765760;0,811920;0,838960;0,858800;0,875840;0,892960;0,907760;0,931600;0,960000
235;0,280000;0,528640;0,700640;0,775920;0,816160;0,840000;0,857200;0,874640;0,893680;0,908560;0,931760;0,960000
236;0,272000;0,494640;0,694800;0,772480;0,813280;0,838720;0,856640;0,874480;0,894160;0,911440;0,935840;0,960000
237;0,272000;0,507600;0,708720;0,780160;0,818080;0,840720;0,859840;0,878320;0,897120;0,914960;0,936960;0,960000
238;0,272000;0,515920;0,704560;0,777520;0,816320;0,839440;0,857600;0,874160;0,893920;0,911840;0,935200;0,960000
239;0,272000;0,532720;0,711360;0,777520;0,814800;0,839440;0,857120;0,874080;0,892880;0,910880;0,933200;0,960000
240;0,272000;0,555280;0,730080;0,786880;0,818640;0,841760;0,858240;0,877200;0,895440;0,911600;0,933280;0,960000
241;0,272000;0,528640;0,696800;0,778160;0,814720;0,838480;0,857040;0,875040;0,893600;0,910560;0,932720;0,960000
242;0,272000;0,526320;0,685360;0,760880;0,809440;0,834160;0,854560;0,874480;0,894080;0,911840;0,934000;0,960000
243;0,296000;0,555760;0,694720;0,770160;0,815360;0,839520;0,858240;0,877680;0,897360;0,914080;0,935440;0,960000
244;0,272000;0,538160;0,700640;0,769520;0,810160;0,837200;0,856640;0,874080;0,894640;0,913040;0,936080;0,960000
245;0,272000;0,516960;0,707200;0,777280;0,817760;0,839920;0,858480;0,876640;0,896640;0,916240;0,938560;0,960000
246;0,272000;0,557520;0,737280;0,796560;0,825920;0,846000;0,862240;0,879200;0,898960;0,917440;0,939360;0,960000
247;0,272000;0,527920;0,725680;0,786560;0,821760;0,841280;0,860640;0,878000;0,897760;0,914560;0,937440;0,960000
248;0,272000;0,515440;0,720480;0,788720;0,825440;0,846800;0,867280;0,883920;0,900800;0,917360;0,937520;0,960000
249;0,272000;0,506560;0,718960;0,789520;0,824160;0,846960;0,866560;0,883760;0,898320;0,914080;0,936480;0,960000
250;0,272000;0,572560;0,733840;0,789440;0,822720;0,847680;0,866720;0,884960;0,899840;0,915360;0,934800;0,960000
251;0,272000;0,582560;0,737600;0,791040;0,824480;0,847840;0,864560;0,880880;0,897840;0,915440;0,935200;0,960000
252;0,272000;0,567360;0,735440;0,791680;0,829520;0,850400;0,869200;0,886000;0,901120;0,917520;0,938160;0,960000
253;0,272000;0,571440;0,746160;0,798160;0,832640;0,854080;0,872800;0,890800;0,904320;0,918640;0,938880;0,960000
254;0,272000;0,566720;0,739680;0,799760;0,836560;0,856880;0,874560;0,891280;0,905360;0,920400;0,938000;0,968000
255;0,288000;0,564800;0,739200;0,799280;0,835200;0,857520;0,878560;0,894720;0,910720;0,923600;0,941040;0,968000
256;0,272000;0,592400;0,754320;0,803520;0,833280;0,856400;0,877840;0,892640;0,906640;0,921440;0,940480;0,968000
257;0,296000;0,623920;0,768960;0,813120;0,839760;0,861040;0,881120;0,898080;0,909200;0,921840;0,940560;0,968000
258;0,272000;0,623680;0,773120;0,816800;0,841360;0,862240;0,880080;0,897120;0,910320;0,923440;0,940800;0,968000
259;0,272000;0,614320;0,769520;0,817520;0,841440;0,863040;0,880880;0,896400;0,907920;0,921120;0,939920;0,968000
260;0,272000;0,576960;0,754160;0,810240;0,839520;0,859840;0,879520;0,895040;0,907520;0,921600;0,941520;0,968000
261;0,272000;0,602720;0,752960;0,800880;0,836160;0,857680;0,878080;0,894960;0,907440;0,919920;0,940480;0,968000
262;0,392000;0,645840;0,763680;0,811520;0,841200;0,863920;0,882880;0,900000;0,909840;0,922320;0,939360;0,968000
263;0,296000;0,625440;0,766400;0,815680;0,841760;0,863920;0,884240;0,899360;0,909200;0,922160;0,940880;0,968000
264;0,280000;0,636880;0,772240;0,814480;0,844480;0,867760;0,887520;0,900400;0,913440;0,924800;0,942400;0,968000
265;0,320000;0,641360;0,776160;0,820240;0,846800;0,867120;0,885920;0,899200;0,911520;0,925040;0,944080;0,968000
266;0,272000;0,632800;0,781280;0,825360;0,848080;0,867440;0,886720;0,899360;0,911680;0,925200;0,944320;0,968000
267;0,272000;0,622720;0,773120;0,822000;0,844400;0,864320;0,886160;0,899520;0,913440;0,927280;0,945440;0,968000
268;0,280000;0,609360;0,770720;0,820560;0,844080;0,865680;0,885680;0,900320;0,914080;0,927120;0,944320;0,968000
269;0,312000;0,672080;0,790800;0,831680;0,854960;0,874720;0,890960;0,903760;0,915280;0,927040;0,944080;0,968000
270;0,336000;0,661920;0,789840;0,832400;0,853280;0,872000;0,887280;0,899760;0,913760;0,926640;0,943440;0,968000
271;0,344000;0,670240;0,799360;0,836320;0,854480;0,873760;0,888240;0,902000;0,915760;0,928560;0,945600;0,968000
272;0,280000;0,672400;0,802480;0,835680;0,856320;0,875760;0,892480;0,905520;0,917600;0,930880;0,946480;0,968000
273;0,272000;0,674400;0,794080;0,833040;0,853440;0,873840;0,890720;0,904160;0,917360;0,930800;0,946320;0,968000
274;0,272000;0,650720;0,793520;0,834080;0,855360;0,875440;0,892160;0,906640;0,918560;0,932160;0,947440;0,968000
275;0,440000;0,677440;0,788240;0,835360;0,854480;0,874720;0,890480;0,904960;0,918160;0,931440;0,946560;0,968000
276;0,272000;0,653120;0,794240;0,836000;0,856080;0,876640;0,894960;0,908400;0,921360;0,932640;0,948000;0,968000
277;0,272000;0,677520;0,805680;0,838720;0,859600;0,879600;0,896320;0,907520;0,919360;0,931680;0,947120;0,968000
278;0,296000;0,659120;0,783520;0,829920;0,854880;0,876320;0,893440;0,907200;0,919120;0,931360;0,946000;0,968000
279;0,272000;0,655040;0,787040;0,832480;0,857360;0,876720;0,894640;0,906800;0,917440;0,929840;0,945360;0,968000
280;0,272000;0,671680;0,795920;0,835440;0,859920;0,879200;0,896720;0,907280;0,919760;0,930960;0,946640;0,968000
281;0,272000;0,655600;0,800720;0,843840;0,866720;0,887120;0,899600;0,909440;0,922240;0,931840;0,947280;0,968000
282;0,272000;0,649600;0,802720;0,841760;0,864240;0,882240;0,897280;0,907840;0,920880;0,931840;0,946720;0,968000
283;0,272000;0,659760;0,801840;0,842320;0,866560;0,883200;0,895840;0,908480;0,921360;0,932720;0,947440;0,968000
284;0,272000;0,655040;0,795920;0,837200;0,862640;0,879920;0,893600;0,907040;0,919360;0,932320;0,945360;0,968000
285;0,272000;0,614800;0,782720;0,835360;0,864000;0,883440;0,898320;0,909200;0,922320;0,933360;0,947280;0,968000
286;0,272000;0,639280;0,787920;0,834960;0,865600;0,886720;0,901040;0,912000;0,923360;0,933200;0,948240;0,968000
287;0,336000;0,680080;0,810400;0,844080;0,869440;0,886800;0,900320;0,910640;0,923440;0,933280;0,948080;0,968000
288;0,272000;0,675440;0,796640;0,838400;0,864000;0,883360;0,897360;0,908720;0,921280;0,932000;0,946960;0,968000
289;0,272000;0,664240;0,803840;0,844480;0,866640;0,885440;0,899840;0,909520;0,922080;0,931680;0,946720;0,968000
290;0,376000;0,679840;0,815200;0,848560;0,871600;0,888320;0,900880;0,912960;0,923120;0,933440;0,948320;0,968000
291;0,400000;0,681520;0,813760;0,849360;0,870800;0,886320;0,900640;0,913360;0,923360;0,934160;0,949680;0,968000
292;0,432000;0,699360;0,811520;0,848160;0,868880;0,887520;0,900960;0,914000;0,923920;0,935040;0,950000;0,968000
293;0,392000;0,712400;0,821760;0,852240;0,873600;0,889840;0,901280;0,914480;0,922960;0,933920;0,949520;0,968000
294;0,296000;0,694800;0,814880;0,850400;0,874640;0,891600;0,904240;0,916320;0,925040;0,935680;0,950240;0,968000
295;0,416000;0,703440;0,813600;0,848400;0,874000;0,891920;0,906080;0,917520;0,925920;0,938000;0,951120;0,968000
296;0,272000;0,690400;0,811920;0,850160;0,876640;0,893040;0,906960;0,917440;0,926480;0,938000;0,950160;0,968000
297;0,272000;0,673360;0,811440;0,851520;0,878480;0,896000;0,907440;0,918400;0,928240;0,938800;0,951120;0,968000
298;0,280000;0,679200;0,819040;0,857600;0,880960;0,897840;0,909040;0,919360;0,927680;0,938400;0,950880;0,968000
299;0,296000;0,678160;0,810320;0,846400;0,870800;0,891760;0,906560;0,916480;0,925840;0,937920;0,950880;0,968000
300;0,272000;0,652560;0,803280;0,842960;0,867760;0,888720;0,902800;0,915440;0,925120;0,937600;0,950400;0,968000
301;0,272000;0,667040;0,814400;0,846560;0,870880;0,890000;0,903360;0,915920;0,926400;0,938880;0,950720;0,968000
302;0,272000;0,667680;0,821280;0,852160;0,874080;0,892640;0,906160;0,916000;0,927120;0,939200;0,952080;0,968000
303;0,280000;0,651680;0,815200;0,848000;0,872560;0,892320;0,905120;0,916160;0,925840;0,938320;0,950880;0,968000
304;0,272000;0,700320;0,818640;0,847280;0,871760;0,894400;0,907120;0,918320;0,926960;0,938080;0,951040;0,968000
305;0,432000;0,732960;0,829120;0,854480;0,880320;0,898560;0,909760;0,919680;0,929600;0,939120;0,950720;0,968000
306;0,272000;0,739600;0,836720;0,865760;0,888800;0,902000;0,914240;0,922000;0,931760;0,940480;0,951360;0,968000
307;0,272000;0,744880;0,840080;0,870480;0,891600;0,903680;0,914480;0,922640;0,933200;0,941680;0,952880;0,968000
308;0,296000;0,724400;0,831840;0,863120;0,883760;0,898800;0,909840;0,921200;0,931200;0,939520;0,951840;0,968000
309;0,272000;0,742160;0,840960;0,868080;0,889520;0,903280;0,914320;0,922720;0,931360;0,938960;0,951920;0,968000
310;0,368000;0,726640;0,836880;0,867200;0,890160;0,902320;0,913200;0,922400;0,932560;0,939920;0,952480;0,968000
311;0,272000;0,716720;0,840960;0,870480;0,893440;0,905600;0,914400;0,922240;0,932480;0,940640;0,953280;0,968000
312;0,360000;0,713200;0,840960;0,870480;0,890240;0,902080;0,911280;0,920960;0,930640;0,939920;0,951120;0,968000
313;0,272000;0,688800;0,841760;0,871600;0,891120;0,904160;0,914640;0,922960;0,931680;0,940480;0,951520;0,968000
314;0,272000;0,666320;0,827680;0,864480;0,885360;0,899920;0,910160;0,920480;0,929680;0,938960;0,951280;0,968000
315;0,272000;0,677040;0,832800;0,863680;0,884400;0,899840;0,911360;0,923120;0,932160;0,941760;0,953520;0,968000
316;0,272000;0,688640;0,827840;0,858880;0,880640;0,898240;0,911360;0,922560;0,932320;0,942160;0,954640;0,968000
317;0,288000;0,688800;0,832800;0,861840;0,884160;0,901280;0,913600;0,923440;0,932560;0,940960;0,953600;0,968000
318;0,288000;0,684000;0,836960;0,864400;0,886960;0,901440;0,914000;0,924000;0,933200;0,941360;0,954560;0,968000
319;0,288000;0,654400;0,825920;0,859760;0,882080;0,900720;0,913920;0,924800;0,934880;0,941440;0,953440;0,968000
320;0,280000;0,659440;0,824800;0,860640;0,883040;0,900240;0,913920;0,924240;0,933520;0,941440;0,951280;0,968000
321;0,288000;0,640080;0,823840;0,860560;0,884480;0,899920;0,913600;0,925360;0,934080;0,942000;0,952240;0,968000
322;0,320000;0,600320;0,819520;0,861600;0,885200;0,899520;0,912240;0,923840;0,932560;0,940960;0,952240;0,968000
323;0,328000;0,642720;0,830960;0,869520;0,891200;0,902000;0,914480;0,923360;0,932160;0,941040;0,953360;0,968000
324;0,328000;0,651520;0,818800;0,858160;0,883760;0,899600;0,908880;0,920000;0,929680;0,939680;0,952320;0,968000
325;0,272000;0,634240;0,817760;0,858400;0,883760;0,900480;0,910240;0,921920;0,931600;0,940480;0,953120;0,968000
326;0,272000;0,657840;0,827200;0,862320;0,887680;0,900320;0,911360;0,922080;0,932160;0,941200;0,954400;0,968000
327;0,272000;0,636960;0,819120;0,860800;0,886320;0,900400;0,909920;0,921840;0,932080;0,940960;0,954080;0,968000
328;0,272000;0,653760;0,820320;0,859920;0,886800;0,900880;0,910640;0,921440;0,930560;0,940160;0,953600;0,968000
329;0,280000;0,634480;0,821440;0,860800;0,885920;0,900320;0,912320;0,922800;0,931840;0,940960;0,954000;0,968000
330;0,312000;0,667840;0,829280;0,866880;0,889280;0,903440;0,914240;0,923360;0,931760;0,940160;0,952560;0,968000
331;0,296000;0,626960;0,825200;0,867440;0,889040;0,901520;0,912560;0,922480;0,931280;0,939600;0,952640;0,968000
332;0,272000;0,612080;0,811680;0,864000;0,889040;0,904000;0,915760;0,924800;0,933520;0,941520;0,952240;0,968000
333;0,296000;0,596160;0,818480;0,866160;0,891440;0,906400;0,916400;0,925120;0,935200;0,943920;0,953920;0,968000
334;0,296000;0,632640;0,823920;0,865520;0,889840;0,906320;0,916720;0,926160;0,936000;0,945200;0,954080;0,968000
335;0,312000;0,650240;0,824880;0,863760;0,890400;0,906960;0,916240;0,926000;0,936000;0,943680;0,954000;0,968000
336;0,296000;0,629280;0,813360;0,856320;0,881040;0,899440;0,913440;0,923760;0,933360;0,941440;0,953600;0,968000
337;0,272000;0,653680;0,818560;0,859920;0,884240;0,900800;0,913920;0,924320;0,933520;0,942960;0,954000;0,968000
338;0,376000;0,652720;0,827520;0,870880;0,891040;0,904320;0,915360;0,925360;0,933840;0,942720;0,954160;0,968000
339;0,296000;0,648400;0,821120;0,865280;0,886880;0,901920;0,914640;0,924800;0,933520;0,942400;0,954080;0,968000
340;0,296000;0,688320;0,843840;0,875200;0,894560;0,908080;0,917920;0,928000;0,935600;0,944240;0,954800;0,968000
341;0,272000;0,724240;0,848320;0,875200;0,897040;0,908880;0,922080;0,929040;0,936400;0,945520;0,954880;0,968000
342;0,272000;0,756560;0,853120;0,877920;0,898960;0,910240;0,921360;0,928000;0,936000;0,945840;0,954880;0,968000
343;0,432000;0,762720;0,847840;0,876320;0,896240;0,908720;0,919040;0,927920;0,936320;0,944960;0,954480;0,968000
344;0,272000;0,722480;0,845600;0,873200;0,892960;0,907280;0,918160;0,926480;0,935760;0,944960;0,954320;0,968000
345;0,272000;0,706880;0,847120;0,878880;0,898240;0,908960;0,921040;0,929200;0,937280;0,945920;0,954560;0,968000
346;0,400000;0,738800;0,848800;0,877600;0,896800;0,908880;0,920240;0,929120;0,937440;0,946320;0,955200;0,968000
347;0,296000;0,742560;0,852880;0,879840;0,898960;0,908640;0,919600;0,929040;0,937040;0,945760;0,955120;0,968000
348;0,344000;0,747760;0,846400;0,877040;0,895280;0,908000;0,919760;0,929840;0,936880;0,945840;0,954640;0,968000
349;0,328000;0,737600;0,840880;0,874640;0,894720;0,908080;0,918320;0,929840;0,937120;0,945840;0,955120;0,968000
350;0,272000;0,712080;0,840000;0,874000;0,894480;0,908560;0,919200;0,929360;0,937680;0,946080;0,955120;0,968000
351;0,296000;0,748400;0,852080;0,881760;0,899520;0,911680;0,921520;0,930160;0,937680;0,946080;0,955360;0,968000
352;0,272000;0,739120;0,855040;0,883200;0,899680;0,910960;0,921680;0,930480;0,937840;0,945200;0,954000;0,968000
353;0,272000;0,758800;0,856320;0,882480;0,899120;0,912160;0,922320;0,931680;0,939040;0,946000;0,954240;0,968000
354;0,288000;0,737040;0,856000;0,884560;0,901440;0,914640;0,924240;0,933440;0,938560;0,945920;0,954720;0,968000
355;0,272000;0,725520;0,857840;0,886560;0,901520;0,914560;0,923760;0,932400;0,938320;0,945440;0,954000;0,968000
356;0,328000;0,743840;0,855680;0,882160;0,898720;0,910880;0,922240;0,931600;0,938320;0,946240;0,954000;0,968000
357;0,272000;0,734480;0,853440;0,882160;0,898800;0,912160;0,922240;0,932160;0,939040;0,946400;0,954560;0,968000
358;0,312000;0,728800;0,851920;0,879120;0,896320;0,909200;0,920480;0,930880;0,938800;0,947040;0,954320;0,968000
359;0,304000;0,726560;0,849520;0,877440;0,896320;0,908880;0,922000;0,932400;0,939440;0,947600;0,955040;0,968000
360;0,272000;0,719280;0,849120;0,881600;0,899040;0,909760;0,921520;0,931280;0,939200;0,946320;0,955840;0,968000
361;0,272000;0,721280;0,844880;0,877440;0,897040;0,908640;0,921920;0,931120;0,939760;0,946960;0,955680;0,968000
362;0,272000;0,708800;0,843600;0,875440;0,896560;0,908480;0,921440;0,930240;0,937920;0,945360;0,955360;0,968000
363;0,272000;0,614800;0,829840;0,869680;0,895040;0,907760;0,918000;0,927920;0,936000;0,944320;0,955200;0,968000
364;0,272000;0,572240;0,811760;0,863680;0,891200;0,906160;0,916640;0,926240;0,936240;0,945440;0,954800;0,968000
365;0,296000;0,595760;0,816080;0,867760;0,896720;0,908400;0,918400;0,928240;0,937040;0,945360;0,955040;0,968000
366;0,296000;0,616640;0,832160;0,876720;0,899840;0,909200;0,918000;0,926960;0,936000;0,944880;0,955360;0,968000
367;0,296000;0,670560;0,852240;0,890400;0,902720;0,913520;0,922480;0,931920;0,938080;0,945600;0,954800;0,968000
368;0,360000;0,681280;0,848960;0,886880;0,901520;0,912400;0,922720;0,931360;0,937920;0,945600;0,954400;0,968000
369;0,352000;0,681200;0,849280;0,884720;0,901040;0,912160;0,923040;0,932160;0,938720;0,946640;0,954480;0,968000
370;0,296000;0,681280;0,850320;0,883520;0,899840;0,911600;0,924080;0,932560;0,939440;0,947440;0,955600;0,968000
371;0,288000;0,611920;0,833840;0,881280;0,900160;0,911200;0,923360;0,932560;0,939200;0,947920;0,955280;0,968000
372;0,272000;0,624000;0,837120;0,878080;0,899360;0,911280;0,923360;0,931840;0,938880;0,947600;0,955040;0,968000
373;0,272000;0,606640;0,831840;0,876640;0,897440;0,909440;0,921920;0,930080;0,937840;0,946640;0,955200;0,968000
374;0,312000;0,611280;0,817280;0,869760;0,895200;0,907760;0,919840;0,930400;0,937360;0,946160;0,954080;0,968000
375;0,336000;0,606560;0,822240;0,867280;0,895600;0,908640;0,920480;0,930320;0,936640;0,945200;0,954080;0,968000
376;0,344000;0,629760;0,834480;0,875120;0,897760;0,910320;0,921200;0,929520;0,936000;0,944560;0,954160;0,968000
377;0,360000;0,629920;0,824880;0,866160;0,891920;0,907440;0,918640;0,928560;0,936560;0,945440;0,954800;0,968000
378;0,272000;0,637360;0,833040;0,868160;0,891440;0,906560;0,918240;0,928640;0,936560;0,945040;0,954800;0,968000
379;0,296000;0,683760;0,848480;0,880320;0,898960;0,911280;0,921680;0,929840;0,936800;0,945360;0,954800;0,968000
380;0,328000;0,666640;0,841440;0,877600;0,898320;0,909680;0,921760;0,931120;0,937440;0,946800;0,955280;0,968000
381;0,280000;0,662800;0,839440;0,874640;0,895040;0,909200;0,922240;0,931360;0,939120;0,947200;0,955120;0,968000
382;0,296000;0,612400;0,831280;0,868640;0,892240;0,907360;0,918160;0,928800;0,937280;0,945200;0,954880;0,968000
383;0,336000;0,641440;0,841200;0,877360;0,899120;0,911920;0,923360;0,931360;0,938720;0,946320;0,955120;0,968000
384;0,304000;0,671120;0,842880;0,879760;0,899440;0,912560;0,922480;0,931040;0,938160;0,947360;0,955440;0,968000
385;0,272000;0,682720;0,845680;0,879600;0,900400;0,913840;0,923040;0,932160;0,939520;0,948480;0,955920;0,968000
386;0,352000;0,696320;0,847200;0,880640;0,899440;0,909760;0,920240;0,929040;0,937600;0,946800;0,955200;0,968000
387;0,352000;0,699760;0,855280;0,887520;0,903520;0,915840;0,924560;0,932720;0,940800;0,947760;0,955920;0,968000
388;0,272000;0,674480;0,852960;0,886960;0,903520;0,916080;0,924880;0,934080;0,940960;0,947280;0,956080;0,968000
389;0,272000;0,716400;0,857600;0,886720;0,903520;0,916640;0,924880;0,933280;0,940160;0,946880;0,955920;0,968000
390;0,288000;0,715440;0,861520;0,888720;0,904880;0,917040;0,926240;0,933920;0,940640;0,948560;0,956240;0,968000
391;0,272000;0,750000;0,861040;0,889040;0,905520;0,916880;0,926800;0,934480;0,940800;0,948640;0,956720;0,968000
392;0,376000;0,729920;0,851680;0,883840;0,901120;0,914800;0,924080;0,932240;0,938880;0,947120;0,955600;0,968000
393;0,480000;0,725200;0,855760;0,885600;0,902400;0,915360;0,925680;0,932880;0,939200;0,947440;0,956240;0,968000
394;0,272000;0,705680;0,843840;0,878160;0,900000;0,910880;0,922800;0,930160;0,937840;0,946960;0,955440;0,968000
395;0,272000;0,667600;0,832240;0,870800;0,895680;0,908240;0,920160;0,930400;0,939680;0,947440;0,955840;0,968000
396;0,312000;0,665440;0,833920;0,868640;0,895120;0,909360;0,921040;0,930480;0,939120;0,947520;0,956080;0,968000
397;0,280000;0,694320;0,841760;0,874320;0,898720;0,912160;0,922160;0,931360;0,940240;0,948240;0,956880;0,968000
398;0,280000;0,701680;0,837600;0,871360;0,894640;0,907840;0,917520;0,929760;0,937920;0,946160;0,956720;0,968000
399;0,280000;0,660400;0,833280;0,868720;0,891440;0,904800;0,916320;0,928320;0,938080;0,946560;0,956240;0,968000
400;0,280000;0,653040;0,828400;0,865840;0,890080;0,903040;0,915600;0,926960;0,938160;0,946400;0,956080;0,968000
401;0,272000;0,654160;0,832080;0,870800;0,892880;0,906240;0,916880;0,929120;0,938400;0,946640;0,956800;0,968000
402;0,288000;0,670880;0,836160;0,873920;0,896160;0,907920;0,918880;0,930480;0,939600;0,948800;0,957280;0,968000
403;0,272000;0,673920;0,835040;0,869520;0,895200;0,909680;0,922400;0,932160;0,940800;0,949840;0,956880;0,968000
404;0,272000;0,689680;0,841840;0,869680;0,891760;0,908400;0,921680;0,932240;0,940560;0,948720;0,956720;0,968000
405;0,272000;0,692720;0,838160;0,868240;0,892720;0,910000;0,923440;0,932640;0,940560;0,948240;0,956640;0,968000
406;0,296000;0,669840;0,834080;0,868800;0,896160;0,910720;0,922240;0,932480;0,940960;0,948080;0,956800;0,968000
407;0,296000;0,688320;0,841680;0,877360;0,900640;0,912960;0,922480;0,932720;0,941600;0,949360;0,956880;0,968000
408;0,296000;0,654080;0,829040;0,866880;0,894160;0,907840;0,918880;0,930240;0,939840;0,948000;0,956080;0,968000
409;0,272000;0,653360;0,833920;0,871280;0,895120;0,908000;0,917680;0,928720;0,938720;0,947440;0,956720;0,968000
410;0,368000;0,740320;0,853280;0,883120;0,900400;0,911840;0,922160;0,931280;0,939360;0,948000;0,956400;0,968000
411;0,304000;0,727120;0,851360;0,884160;0,901200;0,915120;0,924800;0,933280;0,940080;0,948320;0,955520;0,968000
412;0,304000;0,715440;0,845200;0,880080;0,899520;0,912720;0,923920;0,932480;0,939680;0,947920;0,955440;0,968000
413;0,272000;0,701360;0,848000;0,882160;0,900640;0,914640;0,924400;0,933200;0,941200;0,948800;0,955280;0,968000
414;0,288000;0,684480;0,844560;0,878000;0,896880;0,909200;0,921760;0,930880;0,939040;0,947200;0,955680;0,968000
415;0,272000;0,644560;0,840960;0,875200;0,895840;0,909520;0,922320;0,931040;0,938800;0,946880;0,956160;0,968000
416;0,272000;0,650080;0,831600;0,870080;0,891760;0,908160;0,920800;0,930880;0,938880;0,947040;0,956240;0,968000
417;0,272000;0,672560;0,830880;0,868160;0,889680;0,906400;0,918160;0,929680;0,937760;0,946080;0,955280;0,968000
418;0,272000;0,676480;0,839120;0,871600;0,894400;0,908320;0,921040;0,931040;0,939600;0,947200;0,956240;0,968000
419;0,272000;0,693680;0,842240;0,875920;0,898480;0,914480;0,925520;0,933520;0,941920;0,949680;0,956000;0,968000
420;0,272000;0,658480;0,826080;0,867360;0,890560;0,908000;0,921360;0,931520;0,939840;0,947920;0,955120;0,968000
421;0,304000;0,693120;0,840240;0,874240;0,896160;0,910960;0,923440;0,932240;0,940720;0,948800;0,955840;0,968000
422;0,272000;0,646640;0,831680;0,871520;0,895280;0,910000;0,923280;0,932480;0,941840;0,949440;0,956080;0,968000
423;0,272000;0,688080;0,843040;0,878000;0,898400;0,911200;0,923920;0,933600;0,941120;0,949520;0,956080;0,968000
424;0,272000;0,737120;0,854080;0,881120;0,899840;0,911840;0,924080;0,933840;0,940560;0,948560;0,956560;0,968000
425;0,296000;0,709200;0,846880;0,878560;0,897760;0,913680;0,924240;0,933920;0,941040;0,948960;0,956560;0,968000
426;0,272000;0,699040;0,842960;0,877200;0,897840;0,913360;0,922880;0,932800;0,940480;0,948400;0,956960;0,968000
427;0,296000;0,706640;0,844240;0,878400;0,899200;0,914080;0,923360;0,932720;0,940800;0,948960;0,956880;0,968000
428;0,272000;0,697440;0,839760;0,875040;0,897760;0,911280;0,922400;0,931680;0,939840;0,948160;0,956880;0,968000
429;0,288000;0,715600;0,847920;0,881840;0,901520;0,914480;0,924000;0,933440;0,941440;0,949600;0,957440;0,968000
430;0,296000;0,730080;0,853840;0,884960;0,904880;0,916640;0,925680;0,934400;0,943520;0,950560;0,957600;0,968000
431;0,272000;0,737600;0,856320;0,885680;0,906080;0,917200;0,928160;0,938080;0,944000;0,951840;0,958560;0,968000
432;0,272000;0,675680;0,845440;0,874800;0,897200;0,913520;0,925840;0,936080;0,944000;0,951520;0,958080;0,968000
433;0,328000;0,730720;0,856240;0,882880;0,901840;0,916560;0,928320;0,938720;0,944560;0,952000;0,958320;0,968000
434;0,296000;0,741760;0,857840;0,890400;0,908320;0,922160;0,930880;0,939040;0,944880;0,952000;0,957840;0,968000
435;0,296000;0,750160;0,864320;0,892400;0,910320;0,923040;0,932000;0,939440;0,944880;0,952000;0,957920;0,968000
436;0,400000;0,765840;0,864640;0,891360;0,909120;0,922560;0,932160;0,939680;0,944720;0,952000;0,958080;0,968000
437;0,296000;0,751280;0,864720;0,889680;0,907280;0,920880;0,931120;0,938720;0,944160;0,952000;0,958160;0,968000
438;0,312000;0,763040;0,865920;0,891360;0,908400;0,918720;0,930000;0,938400;0,944160;0,952000;0,958560;0,968000
439;0,272000;0,776560;0,866720;0,895280;0,909920;0,922240;0,931680;0,939840;0,944720;0,952000;0,958960;0,968000
440;0,272000;0,765360;0,866640;0,893840;0,908800;0,921840;0,930960;0,938480;0,944880;0,952000;0,958960;0,968000
441;0,272000;0,734080;0,866960;0,894640;0,910160;0,924080;0,933200;0,940480;0,946960;0,952000;0,960560;0,968000
442;0,272000;0,742000;0,867680;0,897120;0,910800;0,923440;0,932960;0,942080;0,947760;0,952000;0,960080;0,968000
443;0,296000;0,761840;0,862240;0,894000;0,908240;0,920800;0,930800;0,939360;0,946080;0,952000;0,960480;0,968000
444;0,272000;0,751520;0,862960;0,894640;0,908800;0,919920;0,930480;0,939680;0,947600;0,952000;0,960000;0,968000
