Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Best;Average
182;-1,000000;0,020360;0,398510;0,470809;0,519622;0,541710;0,585849;0,640664;0,707107;0,772273;0,856908;0,940507;0,551381
183;-1,000000;0,046910;0,344568;0,460119;0,516210;0,539743;0,587408;0,645708;0,713649;0,784941;0,867718;0,940507;0,550697
184;-1,000000;-0,060032;0,380929;0,469728;0,521366;0,550204;0,602268;0,657701;0,728771;0,792321;0,870175;0,940507;0,551343
185;-1,000000;-0,127831;0,375223;0,492767;0,530319;0,550856;0,590772;0,642387;0,696618;0,774717;0,860438;0,940507;0,538627
186;-1,000000;0,021462;0,365492;0,479789;0,528325;0,558118;0,601963;0,651459;0,713615;0,796089;0,870041;0,940507;0,558635
187;-1,000000;0,071130;0,347532;0,473699;0,523901;0,551366;0,585739;0,644962;0,724434;0,788459;0,861718;0,940507;0,557294
188;-1,000000;0,027219;0,367013;0,482059;0,531637;0,559875;0,609816;0,668357;0,735044;0,798956;0,871641;0,940507;0,565162
189;-1,000000;-0,059472;0,357174;0,473425;0,525105;0,553355;0,595718;0,643227;0,713515;0,792816;0,876641;0,940507;0,547150
190;-1,000000;0,057576;0,386202;0,477944;0,525666;0,555153;0,606711;0,668510;0,733994;0,803987;0,875517;0,940507;0,569126
191;-1,000000;-0,138234;0,315761;0,445963;0,507656;0,541363;0,576158;0,652562;0,724697;0,786865;0,870902;0,940507;0,528369
192;-1,000000;0,119506;0,391704;0,490957;0,526741;0,551586;0,609470;0,677548;0,739736;0,810533;0,880892;0,940507;0,579867
193;-1,000000;0,152566;0,413709;0,494207;0,530327;0,569964;0,636507;0,702029;0,760510;0,823217;0,889022;0,940507;0,597206
194;-1,000000;0,099634;0,407863;0,489735;0,524145;0,551700;0,611052;0,684902;0,763362;0,822089;0,882686;0,940507;0,583717
195;-1,000000;0,283375;0,471336;0,517280;0,547295;0,584567;0,650631;0,714860;0,783786;0,833429;0,886777;0,940507;0,627334
196;-1,000000;0,153110;0,472715;0,521479;0,551254;0,586433;0,647343;0,714412;0,774284;0,827034;0,883295;0,940507;0,613136
197;-1,000000;0,232026;0,467623;0,520605;0,542084;0,576252;0,628734;0,698941;0,764524;0,816994;0,881574;0,940507;0,612936
