Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;-1,000000;-1,000000;-1,000000;-1,000000;-0,800338;-0,075482;-0,027554;-0,005788;0,013504;0,041072;0,136601;0,231963;-0,371798
1;-1,000000;-1,000000;-0,610814;-0,064593;-0,025298;-0,009882;0,001261;0,018022;0,044051;0,091871;0,191781;0,334568;-0,136360
2;-1,000000;-1,000000;-0,658647;-0,063451;-0,027905;-0,009738;0,002466;0,027520;0,057204;0,108323;0,206083;0,334568;-0,135815
3;-1,000000;-1,000000;-0,279159;-0,032529;-0,012216;-0,001512;0,011300;0,032632;0,070583;0,124318;0,205591;0,334568;-0,088099
4;-1,000000;-1,000000;-0,693711;-0,059204;-0,025695;-0,006690;0,005375;0,024251;0,060709;0,123627;0,223252;0,334568;-0,134809
5;-1,000000;-1,000000;-0,431956;-0,044135;-0,017093;0,001423;0,016292;0,042448;0,079753;0,121247;0,221043;0,337324;-0,101098
6;-1,000000;-1,000000;-0,227228;-0,026686;-0,011796;0,001802;0,015371;0,045265;0,089623;0,148875;0,262300;0,337324;-0,070247
7;-1,000000;-1,000000;-0,497000;-0,031176;-0,011563;0,005748;0,030941;0,072296;0,104740;0,166851;0,264157;0,337324;-0,089501
8;-1,000000;-1,000000;-0,062002;-0,012742;0,004317;0,018607;0,043529;0,077866;0,117650;0,182986;0,284832;0,371352;-0,034496
9;-1,000000;-0,956820;-0,053125;-0,007441;0,006479;0,024081;0,047369;0,079772;0,111134;0,168655;0,298704;0,371352;-0,028119
10;-1,000000;-0,823928;-0,044083;-0,001982;0,017207;0,043518;0,073083;0,096793;0,134653;0,180801;0,284063;0,377575;-0,003988
11;-1,000000;-1,000000;-0,204745;-0,012191;0,012355;0,039898;0,077010;0,102787;0,146660;0,189585;0,297790;0,379680;-0,035085
12;-1,000000;-1,000000;-0,053629;-0,002253;0,028423;0,063314;0,088344;0,124811;0,161895;0,200565;0,319592;0,416506;-0,006894
13;-1,000000;-1,000000;-0,048493;0,007267;0,038858;0,066988;0,092911;0,125636;0,166231;0,200089;0,324999;0,416506;-0,002551
14;-1,000000;-0,673018;-0,009504;0,020759;0,048027;0,077213;0,107244;0,147569;0,181848;0,218655;0,328139;0,416506;0,044693
15;-1,000000;-0,717395;-0,005422;0,018907;0,051726;0,086852;0,124608;0,167807;0,201025;0,237670;0,334377;0,416506;0,050016
16;-1,000000;-0,809643;-0,001895;0,022301;0,055516;0,096694;0,125567;0,166808;0,206950;0,254655;0,341974;0,416506;0,045893
17;-1,000000;-0,708350;-0,001934;0,017944;0,047406;0,093006;0,123660;0,159200;0,191456;0,243455;0,344018;0,416506;0,050986
18;-1,000000;-0,619000;-0,002365;0,024646;0,058692;0,094824;0,132140;0,171514;0,199288;0,243211;0,336429;0,416506;0,063938
19;-1,000000;-0,308930;0,033837;0,076837;0,108539;0,139459;0,170741;0,190359;0,218599;0,253994;0,353285;0,424821;0,123672
20;-1,000000;-0,260662;0,027510;0,074346;0,111516;0,143516;0,175308;0,203677;0,225888;0,264882;0,351459;0,439005;0,131744
21;-1,000000;-0,360854;0,030807;0,075801;0,108056;0,143455;0,178441;0,210109;0,239752;0,279971;0,364056;0,439005;0,126959
22;-1,000000;-0,607864;0,021241;0,064993;0,110360;0,142431;0,174839;0,207392;0,245134;0,293736;0,377278;0,439005;0,102954
23;-1,000000;-0,452379;0,040653;0,085978;0,126669;0,160147;0,189420;0,219684;0,255768;0,294152;0,384503;0,439005;0,130460
24;-1,000000;-0,494308;0,049984;0,092560;0,124693;0,154183;0,186527;0,213266;0,259171;0,310798;0,404102;0,460015;0,130097
25;-1,000000;-0,446602;0,055048;0,094732;0,133673;0,165940;0,199336;0,231630;0,261283;0,322458;0,408435;0,460015;0,142593
26;-1,000000;-0,186849;0,069333;0,118420;0,148299;0,178248;0,217778;0,244593;0,281321;0,346050;0,417842;0,460015;0,183504
27;-1,000000;-0,230134;0,080961;0,121013;0,163799;0,191565;0,220352;0,246199;0,293344;0,356934;0,425465;0,460015;0,186950
28;-1,000000;-0,385262;0,082286;0,131821;0,176368;0,204376;0,236054;0,265149;0,296223;0,358548;0,432944;0,465195;0,179851
29;-1,000000;-0,214105;0,094477;0,136533;0,180647;0,220207;0,249517;0,273334;0,302021;0,372359;0,432903;0,465195;0,204789
30;-1,000000;-0,224872;0,089347;0,137419;0,174696;0,204095;0,240801;0,272547;0,300133;0,361454;0,414136;0,465195;0,196976
31;-1,000000;-0,118025;0,098050;0,158065;0,191283;0,211503;0,236037;0,261285;0,292755;0,349272;0,414312;0,465195;0,209454
32;-1,000000;-0,160868;0,112191;0,163284;0,193971;0,214444;0,236630;0,265216;0,294172;0,354686;0,421517;0,465195;0,209524
33;-1,000000;-0,052028;0,110016;0,161637;0,190471;0,220643;0,249229;0,275577;0,300076;0,351592;0,426853;0,465195;0,223407
34;-1,000000;-0,428888;0,103503;0,155949;0,192473;0,225760;0,251679;0,281209;0,302796;0,358936;0,425203;0,465195;0,186862
35;-1,000000;-0,142521;0,130599;0,175892;0,207998;0,228158;0,248673;0,271407;0,296295;0,349289;0,417140;0,465195;0,218293
36;-1,000000;-0,103617;0,123212;0,165621;0,202656;0,233724;0,260135;0,288297;0,309283;0,357711;0,425785;0,465195;0,226281
