Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Najboljši;Povprečje
0;0,025620;0,037237;0,039457;0,051452;0,097851;0,174002;0,220732;0,280590;0,465502;0,650933;0,699528;0,700000;0,271728
1;0,033058;0,047651;0,140685;0,223896;0,311854;0,453648;0,576741;0,651027;0,693790;0,700000;0,700000;0,700000;0,449929
2;0,038017;0,085880;0,226612;0,368642;0,541086;0,619976;0,665053;0,692208;0,699976;0,700000;0,700000;0,700000;0,529943
3;0,038017;0,127887;0,312231;0,501039;0,603613;0,659835;0,689870;0,699433;0,700000;0,700000;0,700236;0,704959;0,569414
4;0,038017;0,182739;0,363353;0,520874;0,619410;0,664652;0,689516;0,698914;0,700000;0,700000;0,700189;0,704959;0,583965
5;0,033058;0,144723;0,308501;0,513719;0,621582;0,663070;0,685620;0,696954;0,700000;0,700000;0,700283;0,704959;0,573445
6;0,034711;0,203093;0,428524;0,568619;0,646871;0,674593;0,691641;0,699197;0,700000;0,700000;0,700307;0,704959;0,601285
7;0,038017;0,200850;0,407627;0,547249;0,629516;0,670130;0,690579;0,699599;0,700000;0,700000;0,700519;0,705785;0,594607
8;0,038017;0,184061;0,444841;0,595891;0,663636;0,686352;0,699174;0,700000;0,700000;0,700000;0,700472;0,705785;0,607443
9;0,038017;0,253436;0,523259;0,640732;0,675490;0,693695;0,699575;0,700000;0,700000;0,700000;0,700685;0,705785;0,628687
10;0,038017;0,272940;0,570035;0,661440;0,684864;0,697403;0,700000;0,700000;0,700000;0,700000;0,700331;0,705785;0,638701
11;0,038843;0,341606;0,613200;0,672515;0,693412;0,698914;0,700000;0,700000;0,700000;0,700000;0,700331;0,705785;0,651998
12;0,038017;0,413294;0,644982;0,682338;0,694970;0,699646;0,700000;0,700000;0,700000;0,700000;0,700331;0,705785;0,663556
13;0,055372;0,432727;0,645195;0,683140;0,694451;0,699362;0,700000;0,700000;0,700000;0,700000;0,700331;0,705785;0,665521
14;0,102479;0,445266;0,651263;0,690201;0,699174;0,700000;0,700000;0,700000;0,700000;0,700000;0,700331;0,705785;0,668623
15;0,043802;0,412680;0,654923;0,689917;0,699362;0,700000;0,700000;0,700000;0,700000;0,700000;0,700331;0,705785;0,665721
16;0,070248;0,465171;0,663754;0,690012;0,698961;0,700000;0,700000;0,700000;0,700000;0,700000;0,700331;0,705785;0,671823
17;0,222314;0,502102;0,664439;0,690437;0,699386;0,700000;0,700000;0,700000;0,700000;0,700000;0,700331;0,705785;0,675669
18;0,037190;0,429185;0,658536;0,690012;0,699339;0,700000;0,700000;0,700000;0,700000;0,700000;0,700425;0,705785;0,667750
19;0,039669;0,522479;0,681370;0,697591;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700331;0,705785;0,680177
20;0,038017;0,511098;0,681889;0,699032;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700331;0,705785;0,679235
21;0,049587;0,491358;0,682999;0,699551;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700378;0,705785;0,677429
22;0,038017;0,544298;0,693058;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700378;0,705785;0,683773
23;0,031405;0,460945;0,689965;0,699811;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700378;0,705785;0,675110
24;0,039669;0,498654;0,691594;0,699575;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700449;0,705785;0,679027
25;0,039669;0,592562;0,695065;0,699953;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700449;0,705785;0,688803
26;0,039669;0,595561;0,696482;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701181;0,729752;0,689322
27;0,169421;0,568855;0,691122;0,699953;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701889;0,729752;0,686182
28;0,049587;0,554687;0,690649;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702007;0,729752;0,684734
29;0,039669;0,555301;0,691617;0,699906;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701842;0,729752;0,684867
30;0,036364;0,528146;0,691617;0,699953;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701818;0,729752;0,682153
31;0,290083;0,592019;0,689256;0,699079;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702078;0,729752;0,688243
32;0,177686;0,597403;0,691145;0,699504;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702550;0,729752;0,689060
33;0,039669;0,624392;0,695301;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701960;0,729752;0,692165
34;0,283471;0,609870;0,694569;0,699740;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701795;0,729752;0,690597
35;0,431405;0,623613;0,694238;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701747;0,729752;0,691960
36;0,055372;0,569610;0,693955;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701771;0,729752;0,686534
37;0,038017;0,622597;0,692822;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701983;0,729752;0,691740
38;0,038017;0,595726;0,697119;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701983;0,729752;0,689483
39;0,290083;0,649351;0,698607;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701747;0,729752;0,694970
40;0,184298;0,610272;0,695396;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,701842;0,729752;0,690751
41;0,042975;0,590697;0,696907;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702078;0,729752;0,688968
